lmax,ice_length_scale,ice_gmsl_target_std,net_ice_thickness_change,slc_mean,slc_std,ssh_mean,ssh_std,variance_ratio,mean_errors,standardized_errors,w2_distances,kl_divergences
64,318400.0,0.501,66.66666666666669,-22202.947567945605,0.0010415920798161626,15720.612858573935,0.0004818022131594747,0.21396475629409886,37923.56042651954,33045200.848208915,37923.56042651954,3097780425283457.5
64,318400.0,0.501,200.0,-66608.84270383722,0.0010415920798161626,47161.83857572367,0.0004818022131594747,0.21396475629409886,113770.68127956089,99135602.54462871,113770.68127956089,2.7880023827552216e+16
64,318400.0,0.7505,-200.0,66608.84270383722,0.001560309093616843,-47161.83857572367,0.0007217416386750053,0.21396475629408473,-113770.68127956089,-66178463.524128914,113770.68127956089,1.2424164677671688e+16
64,318400.0,0.7505,-66.66666666666666,22202.947567945663,0.001560309093616843,-15720.61285857379,0.0007217416386750053,0.21396475629408473,-37923.560426519456,-22059487.841375817,37923.56042651946,1380462741963460.5
64,318400.0,0.7505,66.66666666666669,-22202.947567945605,0.001560309093616843,15720.612858573935,0.0007217416386750053,0.21396475629408473,37923.56042651954,22059487.841375865,37923.56042651955,1380462741963467.0
64,318400.0,0.7505,200.0,-66608.84270383722,0.001560309093616843,47161.83857572367,0.0007217416386750053,0.21396475629408473,113770.68127956089,66178463.524128914,113770.68127956089,1.2424164677671688e+16
64,318400.0,1.0,-200.0,66608.84270383722,0.002079026107417469,-47161.83857572367,0.0009616810641905524,0.2139647562940962,-113770.68127956089,-49666936.87485955,113770.6812795609,6997913860739664.0
64,318400.0,1.0,-66.66666666666666,22202.947567945663,0.002079026107417469,-15720.61285857379,0.0009616810641905524,0.2139647562940962,-37923.560426519456,-16555645.624952815,37923.56042651947,777545984526595.9
64,318400.0,1.0,66.66666666666669,-22202.947567945605,0.002079026107417469,15720.612858573935,0.0009616810641905524,0.2139647562940962,37923.56042651954,16555645.624952855,37923.56042651956,777545984526599.5
64,318400.0,1.0,200.0,-66608.84270383722,0.002079026107417469,47161.83857572367,0.0009616810641905524,0.2139647562940962,113770.68127956089,49666936.87485955,113770.6812795609,6997913860739664.0
64,636800.0,0.002,-200.0,66608.84270383722,4.158052214834936e-06,-47161.83857572367,1.9233621283811122e-06,0.21396475629409803,-113770.68127956089,-24833468437.429768,113770.68127956089,1.7494784651849024e+21
64,636800.0,0.002,-66.66666666666666,22202.947567945663,4.158052214834936e-06,-15720.61285857379,1.9233621283811122e-06,0.21396475629409803,-37923.560426519456,-8277822812.476406,37923.560426519456,1.943864961316472e+20
64,636800.0,0.002,66.66666666666669,-22202.947567945605,4.158052214834936e-06,15720.612858573935,1.9233621283811122e-06,0.21396475629409803,37923.56042651954,8277822812.476425,37923.56042651954,1.9438649613164813e+20
64,636800.0,0.002,200.0,-66608.84270383722,4.158052214834936e-06,47161.83857572367,1.9233621283811122e-06,0.21396475629409803,113770.68127956089,24833468437.429768,113770.68127956089,1.7494784651849024e+21
64,636800.0,0.2515,-200.0,66608.84270383722,0.0005228750660154925,-47161.83857572367,0.00024186278764392097,0.21396475629409176,-113770.68127956089,-197482850.39705658,113770.68127956089,1.1063501868692157e+17
64,636800.0,0.2515,-66.66666666666666,22202.947567945663,0.0005228750660154925,-15720.61285857379,0.00024186278764392097,0.21396475629409176,-37923.560426519456,-65827616.79901741,37923.560426519456,1.2292779854101854e+16
64,636800.0,0.2515,66.66666666666669,-22202.947567945605,0.0005228750660154925,15720.612858573935,0.00024186278764392097,0.21396475629409176,37923.56042651954,65827616.799017556,37923.56042651954,1.229277985410191e+16
64,636800.0,0.2515,200.0,-66608.84270383722,0.0005228750660154925,47161.83857572367,0.00024186278764392097,0.21396475629409176,113770.68127956089,197482850.39705658,113770.68127956089,1.1063501868692157e+17
64,636800.0,0.501,-200.0,66608.84270383722,0.0010415920798161626,-47161.83857572367,0.0004818022131594747,0.21396475629409886,-113770.68127956089,-99135602.54462871,113770.68127956089,2.7880023827552216e+16
64,636800.0,0.501,-66.66666666666666,22202.947567945663,0.0010415920798161626,-15720.61285857379,0.0004818022131594747,0.21396475629409886,-37923.560426519456,-33045200.84820884,37923.560426519456,3097780425283443.0
64,636800.0,0.501,66.66666666666669,-22202.947567945605,0.0010415920798161626,15720.612858573935,0.0004818022131594747,0.21396475629409886,37923.56042651954,33045200.848208915,37923.56042651954,3097780425283457.5
64,636800.0,0.501,200.0,-66608.84270383722,0.0010415920798161626,47161.83857572367,0.0004818022131594747,0.21396475629409886,113770.68127956089,99135602.54462871,113770.68127956089,2.7880023827552216e+16
64,636800.0,0.7505,-200.0,66608.84270383722,0.001560309093616843,-47161.83857572367,0.0007217416386750053,0.21396475629408473,-113770.68127956089,-66178463.524128914,113770.68127956089,1.2424164677671688e+16
64,636800.0,0.7505,-66.66666666666666,22202.947567945663,0.001560309093616843,-15720.61285857379,0.0007217416386750053,0.21396475629408473,-37923.560426519456,-22059487.841375817,37923.56042651946,1380462741963460.5
64,636800.0,0.7505,66.66666666666669,-22202.947567945605,0.001560309093616843,15720.612858573935,0.0007217416386750053,0.21396475629408473,37923.56042651954,22059487.841375865,37923.56042651955,1380462741963467.0
64,636800.0,0.7505,200.0,-66608.84270383722,0.001560309093616843,47161.83857572367,0.0007217416386750053,0.21396475629408473,113770.68127956089,66178463.524128914,113770.68127956089,1.2424164677671688e+16
64,636800.0,1.0,-200.0,66608.84270383722,0.002079026107417469,-47161.83857572367,0.0009616810641905524,0.2139647562940962,-113770.68127956089,-49666936.87485955,113770.6812795609,6997913860739664.0
64,636800.0,1.0,-66.66666666666666,22202.947567945663,0.002079026107417469,-15720.61285857379,0.0009616810641905524,0.2139647562940962,-37923.560426519456,-16555645.624952815,37923.56042651947,777545984526595.9
64,636800.0,1.0,66.66666666666669,-22202.947567945605,0.002079026107417469,15720.612858573935,0.0009616810641905524,0.2139647562940962,37923.56042651954,16555645.624952855,37923.56042651956,777545984526599.5
64,636800.0,1.0,200.0,-66608.84270383722,0.002079026107417469,47161.83857572367,0.0009616810641905524,0.2139647562940962,113770.68127956089,49666936.87485955,113770.6812795609,6997913860739664.0
64,955200.0000000001,0.002,-200.0,66608.84270383722,4.158052214834936e-06,-47161.83857572367,1.9233621283811122e-06,0.21396475629409803,-113770.68127956089,-24833468437.429768,113770.68127956089,1.7494784651849024e+21
64,955200.0000000001,0.002,-66.66666666666666,22202.947567945663,4.158052214834936e-06,-15720.61285857379,1.9233621283811122e-06,0.21396475629409803,-37923.560426519456,-8277822812.476406,37923.560426519456,1.943864961316472e+20
64,955200.0000000001,0.002,66.66666666666669,-22202.947567945605,4.158052214834936e-06,15720.612858573935,1.9233621283811122e-06,0.21396475629409803,37923.56042651954,8277822812.476425,37923.56042651954,1.9438649613164813e+20
64,955200.0000000001,0.002,200.0,-66608.84270383722,4.158052214834936e-06,47161.83857572367,1.9233621283811122e-06,0.21396475629409803,113770.68127956089,24833468437.429768,113770.68127956089,1.7494784651849024e+21
64,955200.0000000001,0.2515,-200.0,66608.84270383722,0.0005228750660154925,-47161.83857572367,0.00024186278764392097,0.21396475629409176,-113770.68127956089,-197482850.39705658,113770.68127956089,1.1063501868692157e+17
64,955200.0000000001,0.2515,-66.66666666666666,22202.947567945663,0.0005228750660154925,-15720.61285857379,0.00024186278764392097,0.21396475629409176,-37923.560426519456,-65827616.79901741,37923.560426519456,1.2292779854101854e+16
64,955200.0000000001,0.2515,66.66666666666669,-22202.947567945605,0.0005228750660154925,15720.612858573935,0.00024186278764392097,0.21396475629409176,37923.56042651954,65827616.799017556,37923.56042651954,1.229277985410191e+16
64,955200.0000000001,0.2515,200.0,-66608.84270383722,0.0005228750660154925,47161.83857572367,0.00024186278764392097,0.21396475629409176,113770.68127956089,197482850.39705658,113770.68127956089,1.1063501868692157e+17
64,955200.0000000001,0.501,-200.0,66608.84270383722,0.0010415920798161626,-47161.83857572367,0.0004818022131594747,0.21396475629409886,-113770.68127956089,-99135602.54462871,113770.68127956089,2.7880023827552216e+16
64,955200.0000000001,0.501,-66.66666666666666,22202.947567945663,0.0010415920798161626,-15720.61285857379,0.0004818022131594747,0.21396475629409886,-37923.560426519456,-33045200.84820884,37923.560426519456,3097780425283443.0
64,955200.0000000001,0.501,66.66666666666669,-22202.947567945605,0.0010415920798161626,15720.612858573935,0.0004818022131594747,0.21396475629409886,37923.56042651954,33045200.848208915,37923.56042651954,3097780425283457.5
64,955200.0000000001,0.501,200.0,-66608.84270383722,0.0010415920798161626,47161.83857572367,0.0004818022131594747,0.21396475629409886,113770.68127956089,99135602.54462871,113770.68127956089,2.7880023827552216e+16
64,955200.0000000001,0.7505,-200.0,66608.84270383722,0.001560309093616843,-47161.83857572367,0.0007217416386750053,0.21396475629408473,-113770.68127956089,-66178463.524128914,113770.68127956089,1.2424164677671688e+16
64,955200.0000000001,0.7505,-66.66666666666666,22202.947567945663,0.001560309093616843,-15720.61285857379,0.0007217416386750053,0.21396475629408473,-37923.560426519456,-22059487.841375817,37923.56042651946,1380462741963460.5
64,955200.0000000001,0.7505,66.66666666666669,-22202.947567945605,0.001560309093616843,15720.612858573935,0.0007217416386750053,0.21396475629408473,37923.56042651954,22059487.841375865,37923.56042651955,1380462741963467.0
64,955200.0000000001,0.7505,200.0,-66608.84270383722,0.001560309093616843,47161.83857572367,0.0007217416386750053,0.21396475629408473,113770.68127956089,66178463.524128914,113770.68127956089,1.2424164677671688e+16
64,955200.0000000001,1.0,-200.0,66608.84270383722,0.002079026107417469,-47161.83857572367,0.0009616810641905524,0.2139647562940962,-113770.68127956089,-49666936.87485955,113770.6812795609,6997913860739664.0
64,955200.0000000001,1.0,-66.66666666666666,22202.947567945663,0.002079026107417469,-15720.61285857379,0.0009616810641905524,0.2139647562940962,-37923.560426519456,-16555645.624952815,37923.56042651947,777545984526595.9
64,955200.0000000001,1.0,66.66666666666669,-22202.947567945605,0.002079026107417469,15720.612858573935,0.0009616810641905524,0.2139647562940962,37923.56042651954,16555645.624952855,37923.56042651956,777545984526599.5
64,955200.0000000001,1.0,200.0,-66608.84270383722,0.002079026107417469,47161.83857572367,0.0009616810641905524,0.2139647562940962,113770.68127956089,49666936.87485955,113770.6812795609,6997913860739664.0
64,1273600.0,0.002,-200.0,66608.84270383722,4.158052214834936e-06,-47161.83857572367,1.9233621283811122e-06,0.21396475629409803,-113770.68127956089,-24833468437.429768,113770.68127956089,1.7494784651849024e+21
64,1273600.0,0.002,-66.66666666666666,22202.947567945663,4.158052214834936e-06,-15720.61285857379,1.9233621283811122e-06,0.21396475629409803,-37923.560426519456,-8277822812.476406,37923.560426519456,1.943864961316472e+20
64,1273600.0,0.002,66.66666666666669,-22202.947567945605,4.158052214834936e-06,15720.612858573935,1.9233621283811122e-06,0.21396475629409803,37923.56042651954,8277822812.476425,37923.56042651954,1.9438649613164813e+20
64,1273600.0,0.002,200.0,-66608.84270383722,4.158052214834936e-06,47161.83857572367,1.9233621283811122e-06,0.21396475629409803,113770.68127956089,24833468437.429768,113770.68127956089,1.7494784651849024e+21
64,1273600.0,0.2515,-200.0,66608.84270383722,0.0005228750660154925,-47161.83857572367,0.00024186278764392097,0.21396475629409176,-113770.68127956089,-197482850.39705658,113770.68127956089,1.1063501868692157e+17
64,1273600.0,0.2515,-66.66666666666666,22202.947567945663,0.0005228750660154925,-15720.61285857379,0.00024186278764392097,0.21396475629409176,-37923.560426519456,-65827616.79901741,37923.560426519456,1.2292779854101854e+16
64,1273600.0,0.2515,66.66666666666669,-22202.947567945605,0.0005228750660154925,15720.612858573935,0.00024186278764392097,0.21396475629409176,37923.56042651954,65827616.799017556,37923.56042651954,1.229277985410191e+16
64,1273600.0,0.2515,200.0,-66608.84270383722,0.0005228750660154925,47161.83857572367,0.00024186278764392097,0.21396475629409176,113770.68127956089,197482850.39705658,113770.68127956089,1.1063501868692157e+17
