,segment,greenland_contribution,west_antarctic_contribution,east_antarctic_contribution,error
287,90.0,0.69,0.0,0.31,4.098054763840166
288,10.0,0.6799999999999999,0.0,0.32,0.7666667286483343
289,20.0,0.6799999999999999,0.0,0.32,0.5385432191161912
290,30.0,0.6799999999999999,0.0,0.32,0.35064674944923574
291,40.0,0.6799999999999999,0.0,0.32,0.0837523656947263
292,50.0,0.6799999999999999,0.0,0.32,0.39371047627491956
293,60.0,0.6799999999999999,0.0,0.32,1.4339782131524097
294,70.0,0.6799999999999999,0.0,0.32,2.8839778038904793
295,80.0,0.6799999999999999,0.0,0.32,3.738836571706686
296,90.0,0.6799999999999999,0.0,0.32,4.045127762074799
297,10.0,0.6699999999999999,0.0,0.33,0.7946583197072064
298,20.0,0.6699999999999999,0.0,0.33,0.5658773729825806
299,30.0,0.6699999999999999,0.0,0.33,0.37841443402093944
300,40.0,0.6699999999999999,0.0,0.33,0.11657306666777208
301,50.0,0.6699999999999999,0.0,0.33,0.35480133992838214
302,60.0,0.6699999999999999,0.0,0.33,1.3905113755314558
303,70.0,0.6699999999999999,0.0,0.33,2.8380078230877794
304,80.0,0.6699999999999999,0.0,0.33,3.690185480246886
305,90.0,0.6699999999999999,0.0,0.33,3.9943851361344334
306,10.0,0.6599999999999999,0.0,0.34,0.8215180138387786
307,20.0,0.6599999999999999,0.0,0.34,0.592106214731919
308,30.0,0.6599999999999999,0.0,0.34,0.40505927577964174
309,40.0,0.6599999999999999,0.0,0.34,0.14806659583047138
310,50.0,0.6599999999999999,0.0,0.34,0.31746557366225975
311,60.0,0.6599999999999999,0.0,0.34,1.3488022079135507
312,70.0,0.6599999999999999,0.0,0.34,2.793896731974948
313,80.0,0.6599999999999999,0.0,0.34,3.643501694640298
314,90.0,0.6599999999999999,0.0,0.34,3.9456943914989235
315,10.0,0.6499999999999999,0.0,0.35000000000000003,0.8473131062657085
316,20.0,0.6499999999999999,0.0,0.35000000000000003,0.6172954590272127
317,30.0,0.6499999999999999,0.0,0.35000000000000003,0.43064803164923393
318,40.0,0.6499999999999999,0.0,0.35000000000000003,0.17831185817869105
319,50.0,0.6499999999999999,0.0,0.35000000000000003,0.28160963513422216
320,60.0,0.6499999999999999,0.0,0.35000000000000003,1.30874621068274
321,70.0,0.6499999999999999,0.0,0.35000000000000003,2.751534013072277
322,80.0,0.6499999999999999,0.0,0.35000000000000003,3.5986682516882573
323,90.0,0.6499999999999999,0.0,0.35000000000000003,3.8989335366635927
324,10.0,0.64,0.0,0.36,0.8721056612949326
325,20.0,0.64,0.0,0.36,0.6415057124738033
326,30.0,0.64,0.0,0.36,0.4552422694804414
327,40.0,0.64,0.0,0.36,0.2073816253549161
328,50.0,0.64,0.0,0.36,0.24714725312885064
329,60.0,0.64,0.0,0.36,1.2702470070685101
330,70.0,0.64,0.0,0.36,2.7108177395190998
331,80.0,0.64,0.0,0.36,3.555577279842129
332,90.0,0.64,0.0,0.36,3.853990062628707
333,10.0,0.63,0.0,0.37,0.8959530108836289
334,20.0,0.63,0.0,0.37,0.6647929604758971
335,30.0,0.63,0.0,0.37,0.4788988626286145
336,40.0,0.63,0.0,0.37,0.23534312022694698
337,50.0,0.63,0.0,0.37,0.2139987345363798
338,60.0,0.63,0.0,0.37,1.2332155689454949
339,70.0,0.63,0.0,0.37,2.6716537562899965
340,80.0,0.63,0.0,0.37,3.514129132665664
341,90.0,0.63,0.0,0.37,3.8107600391083922
342,10.0,0.62,0.0,0.38,0.9189081972491141
343,20.0,0.62,0.0,0.38,0.687208999450825
344,30.0,0.62,0.0,0.38,0.5016704290229719
345,40.0,0.62,0.0,0.38,0.26225853585651415
346,50.0,0.62,0.0,0.38,0.18209034911187097
347,60.0,0.62,0.0,0.38,1.1975695295256918
348,70.0,0.62,0.0,0.38,2.633954953305869
349,80.0,0.62,0.0,0.38,3.474231619552069
350,90.0,0.62,0.0,0.38,3.769147312176123
351,10.0,0.61,0.0,0.39,0.9410203667146806
352,20.0,0.61,0.0,0.39,0.7088018214243809
353,30.0,0.61,0.0,0.39,0.5236057218624126
354,40.0,0.61,0.0,0.39,0.2881854972918239
355,50.0,0.61,0.0,0.39,0.15135378201776414
356,60.0,0.61,0.0,0.39,1.1632325717733991
357,70.0,0.61,0.0,0.39,2.5976406186293963
358,80.0,0.61,0.0,0.39,3.43579932119566
359,90.0,0.61,0.0,0.39,3.7290627903080895
360,10.0,0.6,0.0,0.4,0.9623351209469087
361,20.0,0.6,0.0,0.4,0.7296159570189731
362,30.0,0.6,0.0,0.4,0.5447499780427082
363,40.0,0.6,0.0,0.4,0.31317747339998375
364,50.0,0.6,0.0,0.4,0.12172564559391447
365,60.0,0.6,0.0,0.4,1.1301338829852914
366,70.0,0.6,0.0,0.4,2.5626358616364358
367,80.0,0.6,0.0,0.4,3.3987529791205
368,90.0,0.6,0.0,0.4,3.6904238076672757
369,10.0,0.59,0.0,0.41000000000000003,0.9828948308661609
370,20.0,0.59,0.0,0.41000000000000003,0.7496927819911084
371,30.0,0.59,0.0,0.41000000000000003,0.5651452295566499
372,40.0,0.59,0.0,0.41000000000000003,0.3372841449334159
