load_radius,satellite_range,latitude,error
1.0,34.68,-82.7,1.4057153745054922
1.0,35.88,-82.7,1.4078444463356619
1.0,37.08,-82.7,1.4061295573684192
1.0,38.28,-82.7,1.4025079439613535
1.0,39.49,-82.7,1.3977100228810755
1.0,40.69,-82.7,1.3941869742205082
1.0,41.89,-82.7,1.3877428634583864
1.0,43.09,-82.7,1.3707202742654365
1.0,44.3,-82.7,1.357896830545367
1.0,45.5,-82.7,1.3457273086313475
1.0,46.7,-82.7,1.3263189066987426
1.0,47.91,-82.7,1.3078117936831024
1.0,49.11,-82.7,1.2771101639594704
1.0,50.31,-82.7,1.2443773728115575
1.0,51.51,-82.7,1.1953603272371291
1.0,52.72,-82.7,1.1514368145407343
1.0,53.92,-82.7,1.0990450981245687
1.0,55.12,-82.7,1.0119161190079942
1.0,56.32,-82.7,0.9344496628751856
1.0,57.53,-82.7,0.8159563985335498
1.0,58.73,-82.7,0.7172493206299755
1.0,59.93,-82.7,0.5803873860834855
1.0,61.14,-82.7,0.4745772197453778
1.0,62.34,-82.7,0.32525446473449876
1.0,63.54,-82.7,0.20512507348974232
1.0,64.74,-82.7,0.08087952740987467
1.0,65.95,-82.7,0.0966569458148813
1.0,67.15,-82.7,0.22968042683419138
1.0,68.35,-82.7,0.404460469014074
1.0,69.55,-82.7,0.5407713663672401
1.0,70.76,-82.7,0.732738218770369
1.0,71.96,-82.7,0.8752120326223582
1.0,73.16,-82.7,1.0249532994012587
1.0,74.36,-82.7,1.2107064728114565
1.0,75.57,-82.7,1.3373491670871032
1.0,76.77,-82.7,1.4934627963287577
1.0,77.97,-82.7,1.6067413951173999
1.0,79.18,-82.7,1.758731880040757
1.0,80.38,-82.7,1.8829574931309745
1.0,81.58,-82.7,2.0202985736538914
1.0,82.78,-82.7,2.186994328309108
1.0,83.99,-82.7,2.2699512804737125
1.0,85.19,-82.7,2.3088200729366384
1.0,86.39,-82.7,2.325791280422022
1.0,87.59,-82.7,2.340903261678447
1.0,88.8,-82.7,2.3474519693823686
1.0,90.0,-82.7,2.350205602205186
1.0,1.0,-80.27,2.2784274681494434
1.0,2.2,-80.27,2.2829173437276666
1.0,3.41,-80.27,2.278459665305654
1.0,4.61,-80.27,2.269863420618016
1.0,5.81,-80.27,2.265637559369498
1.0,7.01,-80.27,2.256431767861655
1.0,8.22,-80.27,2.2550487549217517
1.0,9.42,-80.27,2.252919105995569
1.0,10.62,-80.27,2.246851174985142
1.0,11.82,-80.27,2.2351824123530797
1.0,13.03,-80.27,2.2160800645550554
1.0,14.23,-80.27,2.204985295570866
1.0,15.43,-80.27,2.1908089172920553
1.0,16.64,-80.27,2.1766438188821455
1.0,17.84,-80.27,2.166103018802304
1.0,19.04,-80.27,2.153994237830702
1.0,20.24,-80.27,2.1458192740572506
1.0,21.45,-80.27,2.135520996512942
1.0,22.65,-80.27,2.1320747006072907
1.0,23.85,-80.27,2.133901037562674
1.0,25.05,-80.27,2.134640023361123
1.0,26.26,-80.27,2.137070902912132
1.0,27.46,-80.27,2.1470232701831184
1.0,28.66,-80.27,2.1546111116084705
1.0,29.86,-80.27,2.1653397906495213
1.0,31.07,-80.27,2.1756890984354853
1.0,32.27,-80.27,2.1772539441688425
1.0,33.47,-80.27,2.175373111744208
1.0,34.68,-80.27,2.1744860318260018
1.0,35.88,-80.27,2.1746352298343057
1.0,37.08,-80.27,2.1702457625557665
1.0,38.28,-80.27,2.163326089262104
1.0,39.49,-80.27,2.155588878829605
1.0,40.69,-80.27,2.1482233165188513
1.0,41.89,-80.27,2.1390322929692993
1.0,43.09,-80.27,2.1176925883113307
1.0,44.3,-80.27,2.101705088442621
1.0,45.5,-80.27,2.085633625678692
1.0,46.7,-80.27,2.0610704943795968
1.0,47.91,-80.27,2.0381490076303233
1.0,49.11,-80.27,2.0015842003433093
1.0,50.31,-80.27,1.964454951530684
1.0,51.51,-80.27,1.9087917085404085
1.0,52.72,-80.27,1.8598729588558622
1.0,53.92,-80.27,1.8016402687127686
1.0,55.12,-80.27,1.7065861671437206
1.0,56.32,-80.27,1.6223620393494895
1.0,57.53,-80.27,1.4947320794192398
1.0,58.73,-80.27,1.388953463039947
1.0,59.93,-80.27,1.241558383552741
1.0,61.14,-80.27,1.1275791192227003
1.0,62.34,-80.27,0.9659165043534556
1.0,63.54,-80.27,0.8355436994868294
1.0,64.74,-80.27,0.7001265132540838
1.0,65.95,-80.27,0.506939682353949
1.0,67.15,-80.27,0.36261374892649917
1.0,68.35,-80.27,0.1731030007498784
1.0,69.55,-80.27,0.025998458688726255
1.0,70.76,-80.27,0.180594742693148
1.0,71.96,-80.27,0.33354407567841526
1.0,73.16,-80.27,0.4951565657360003
1.0,74.36,-80.27,0.6956135631176067
1.0,75.57,-80.27,0.8333440572686714
1.0,76.77,-80.27,1.0065175647078068
1.0,77.97,-80.27,1.1352548493726418
1.0,79.18,-80.27,1.324333433364991
1.0,80.38,-80.27,1.5078448543451544
1.0,81.58,-80.27,1.6812254808149427
1.0,82.78,-80.27,1.8001766488450528
1.0,83.99,-80.27,1.8512244930251123
1.0,85.19,-80.27,1.8843918882554465
1.0,86.39,-80.27,1.9007064791213428
1.0,87.59,-80.27,1.9154893681181553
1.0,88.8,-80.27,1.9219090675021278
1.0,90.0,-80.27,1.9245887271582591
1.0,1.0,-77.84,2.905143182876193
1.0,2.2,-77.84,2.906325093686735
1.0,3.41,-77.84,2.898341199762007
1.0,4.61,-77.84,2.8899600958898604
1.0,5.81,-77.84,2.885666978096348
1.0,7.01,-77.84,2.876292817657327
1.0,8.22,-77.84,2.875792604635019
1.0,9.42,-77.84,2.873260782825201
1.0,10.62,-77.84,2.8664757660252014
1.0,11.82,-77.84,2.8534022248977604
1.0,13.03,-77.84,2.833651941267407
1.0,14.23,-77.84,2.8219296342590208
1.0,15.43,-77.84,2.8069325764106696
1.0,16.64,-77.84,2.792685343930712
1.0,17.84,-77.84,2.7814436656359467
1.0,19.04,-77.84,2.7682037507137474
1.0,20.24,-77.84,2.7586300552438425
1.0,21.45,-77.84,2.747056611347211
1.0,22.65,-77.84,2.742498022251678
1.0,23.85,-77.84,2.742786096804987
1.0,25.05,-77.84,2.742638439542619
1.0,26.26,-77.84,2.743741888656993
1.0,27.46,-77.84,2.751634159977034
1.0,28.66,-77.84,2.7571948411403127
1.0,29.86,-77.84,2.7655191527102128
1.0,31.07,-77.84,2.773768459200905
1.0,32.27,-77.84,2.772463337591128
1.0,33.47,-77.84,2.768537772464429
1.0,34.68,-77.84,2.7640784516199357
1.0,35.88,-77.84,2.761391471881887
1.0,37.08,-77.84,2.7535445188981904
1.0,38.28,-77.84,2.742242582808142
1.0,39.49,-77.84,2.7308174420230586
1.0,40.69,-77.84,2.7183477248142376
1.0,41.89,-77.84,2.7054545105779786
1.0,43.09,-77.84,2.678442888112083
1.0,44.3,-77.84,2.6580669675517083
1.0,45.5,-77.84,2.6368905228962287
1.0,46.7,-77.84,2.605516044807758
1.0,47.91,-77.84,2.577012378640111
1.0,49.11,-77.84,2.5327310219748442
1.0,50.31,-77.84,2.4898253835125614
1.0,51.51,-77.84,2.4254610226504854
1.0,52.72,-77.84,2.3697459835658536
1.0,53.92,-77.84,2.303876746474621
1.0,55.12,-77.84,2.1984871623200752
1.0,56.32,-77.84,2.1057447145229533
1.0,57.53,-77.84,1.9662150804955003
1.0,58.73,-77.84,1.8512534789715187
1.0,59.93,-77.84,1.6900454617335825
1.0,61.14,-77.84,1.564939450164483
1.0,62.34,-77.84,1.3868460720026319
1.0,63.54,-77.84,1.2426144041505376
1.0,64.74,-77.84,1.0924486722175688
1.0,65.95,-77.84,0.8778380246308926
1.0,67.15,-77.84,0.7179925810413242
1.0,68.35,-77.84,0.5078249933942109
1.0,69.55,-77.84,0.3449608205897934
1.0,70.76,-77.84,0.11696243408333247
1.0,71.96,-77.84,0.05206039168589666
1.0,73.16,-77.84,0.2322138347802059
1.0,74.36,-77.84,0.4579613389568429
1.0,75.57,-77.84,0.6169582699467627
1.0,76.77,-77.84,0.8339347829687895
1.0,77.97,-77.84,1.0203062574179838
1.0,79.18,-77.84,1.2380808720970922
1.0,80.38,-77.84,1.355493728612935
1.0,81.58,-77.84,1.4517950129141732
1.0,82.78,-77.84,1.5330432411526036
1.0,83.99,-77.84,1.5734687013539517
1.0,85.19,-77.84,1.603867597040479
1.0,86.39,-77.84,1.6196251518484193
1.0,87.59,-77.84,1.6340273587094498
1.0,88.8,-77.84,1.6402924756078805
1.0,90.0,-77.84,1.6428919228199312
1.0,1.0,-75.41,3.787196470983956
1.0,2.2,-75.41,3.7910738862813393
1.0,3.41,-75.41,3.7858204540064837
1.0,4.61,-75.41,3.7767950067079026
1.0,5.81,-75.41,3.7721306375181305
1.0,7.01,-75.41,3.762186686627913
1.0,8.22,-75.41,3.760301743460963
1.0,9.42,-75.41,3.757152555960087
1.0,10.62,-75.41,3.7496008263035945
1.0,11.82,-75.41,3.7366064753259067
1.0,13.03,-75.41,3.715914794993199
1.0,14.23,-75.41,3.703536445553091
1.0,15.43,-75.41,3.6874238161343675
1.0,16.64,-75.41,3.6718288622739808
1.0,17.84,-75.41,3.6595174576577425
1.0,19.04,-75.41,3.6448671347578467
1.0,20.24,-75.41,3.6345216660514117
1.0,21.45,-75.41,3.621287373153495
1.0,22.65,-75.41,3.6155312451562356
1.0,23.85,-75.41,3.6138672797787827
1.0,25.05,-75.41,3.6117986000289117
1.0,26.26,-75.41,3.610974058079012
1.0,27.46,-75.41,3.616284240995705
1.0,28.66,-75.41,3.6200123799653223
1.0,29.86,-75.41,3.6252845813687857
1.0,31.07,-75.41,3.6311939526819375
1.0,32.27,-75.41,3.6262561637014215
1.0,33.47,-75.41,3.6190483137438143
1.0,34.68,-75.41,3.610079304050736
1.0,35.88,-75.41,3.60341778340065
1.0,37.08,-75.41,3.5918581506244505
1.0,38.28,-75.41,3.574968568167433
1.0,39.49,-75.41,3.5592421927054048
1.0,40.69,-75.41,3.5402713438789224
1.0,41.89,-75.41,3.5220139786147246
1.0,43.09,-75.41,3.48777527813397
1.0,44.3,-75.41,3.4613737009196286
1.0,45.5,-75.41,3.43428460963412
1.0,46.7,-75.41,3.3941832596818444
1.0,47.91,-75.41,3.3589742311303694
1.0,49.11,-75.41,3.3047855949722593
1.0,50.31,-75.41,3.2538333066435454
1.0,51.51,-75.41,3.178235473678826
1.0,52.72,-75.41,3.11321774657641
1.0,53.92,-75.41,3.0380286497867193
1.0,55.12,-75.41,2.919130101311814
1.0,56.32,-75.41,2.815744840959996
1.0,57.53,-75.41,2.660523041614428
1.0,58.73,-75.41,2.5327225576315757
1.0,59.93,-75.41,2.3530834504391693
1.0,61.14,-75.41,2.212393176524285
1.0,62.34,-75.41,2.0119844731775274
1.0,63.54,-75.41,1.849425965288822
1.0,64.74,-75.41,1.6795339910225675
1.0,65.95,-75.41,1.4347595791425933
1.0,67.15,-75.41,1.251834956433278
1.0,68.35,-75.41,1.0111078926876798
1.0,69.55,-75.41,0.823364314997188
1.0,70.76,-75.41,0.5607395076482469
1.0,71.96,-75.41,0.36400010165131946
1.0,73.16,-75.41,0.1485490665236816
1.0,74.36,-75.41,0.14163625647481506
1.0,75.57,-75.41,0.3800271297574074
1.0,76.77,-75.41,0.634136845375711
1.0,77.97,-75.41,0.7587879926125828
1.0,79.18,-75.41,0.8872833076196519
1.0,80.38,-75.41,0.9683779950312621
1.0,81.58,-75.41,1.038983847680262
1.0,82.78,-75.41,1.1029070140803525
1.0,83.99,-75.41,1.1371503415141928
1.0,85.19,-75.41,1.1654882055432707
1.0,86.39,-75.41,1.1806166018521824
1.0,87.59,-75.41,1.1945459823434077
1.0,88.8,-75.41,1.2005942782824863
1.0,90.0,-75.41,1.203118726975025
1.0,1.0,-72.97,5.000561078088009
1.0,2.2,-72.97,5.007483878539692
1.0,3.41,-72.97,5.005261677937748
1.0,4.61,-72.97,4.995447568804128
1.0,5.81,-72.97,4.99022902110152
1.0,7.01,-72.97,4.97955185917788
1.0,8.22,-72.97,4.976026973374169
1.0,9.42,-72.97,4.972183932947836
1.0,10.62,-72.97,4.9636772956044615
1.0,11.82,-72.97,4.95071664966834
1.0,13.03,-72.97,4.928893230260824
1.0,14.23,-72.97,4.915624660341058
1.0,15.43,-72.97,4.898153705118891
1.0,16.64,-72.97,4.880947264572946
1.0,17.84,-72.97,4.867420466465265
1.0,19.04,-72.97,4.851045549043087
1.0,20.24,-72.97,4.839740839733599
1.0,21.45,-72.97,4.8244897188737195
1.0,22.65,-72.97,4.817196556539328
1.0,23.85,-72.97,4.81319515756082
1.0,25.05,-72.97,4.808811879759071
1.0,26.26,-72.97,4.805771141419356
1.0,27.46,-72.97,4.807965938437641
1.0,28.66,-72.97,4.8094838681642305
1.0,29.86,-72.97,4.811050758848837
1.0,31.07,-72.97,4.813970665105617
1.0,32.27,-72.97,4.804557076058517
1.0,33.47,-72.97,4.793280764242391
1.0,34.68,-72.97,4.778736274462036
1.0,35.88,-72.97,4.767332426897907
1.0,37.08,-72.97,4.751216140829773
1.0,38.28,-72.97,4.727416071415717
1.0,39.49,-72.97,4.706183031147715
1.0,40.69,-72.97,4.67915022691028
1.0,41.89,-72.97,4.654170657684509
1.0,43.09,-72.97,4.610910971313183
1.0,44.3,-72.97,4.577183823759333
1.0,45.5,-72.97,4.542775407718472
1.0,46.7,-72.97,4.491756308119925
1.0,47.91,-72.97,4.447920521154232
1.0,49.11,-72.97,4.381263121299097
1.0,50.31,-72.97,4.320042414623265
1.0,51.51,-72.97,4.2301882209711446
1.0,52.72,-72.97,4.153570645704067
1.0,53.92,-72.97,4.0665904234945
1.0,55.12,-72.97,3.9303222823810255
1.0,56.32,-72.97,3.812868717053094
1.0,57.53,-72.97,3.6371760085069487
1.0,58.73,-72.97,3.492291978382609
1.0,59.93,-72.97,3.2881747391084843
1.0,61.14,-72.97,3.126946562866619
1.0,62.34,-72.97,2.896215641351226
1.0,63.54,-72.97,2.708680989374026
1.0,64.74,-72.97,2.5106502961173174
1.0,65.95,-72.97,2.2223761548229093
1.0,67.15,-72.97,2.0045256652167835
1.0,68.35,-72.97,1.7156484327720256
1.0,69.55,-72.97,1.4860889572024834
1.0,70.76,-72.97,1.156470326988699
1.0,71.96,-72.97,0.8893014987184815
1.0,73.16,-72.97,0.5481841161036504
1.0,74.36,-72.97,0.1974694982572909
1.0,75.57,-72.97,0.039900428392986985
1.0,76.77,-72.97,0.10971351121278938
1.0,77.97,-72.97,0.1981382621855692
1.0,79.18,-72.97,0.29457210167816783
1.0,80.38,-72.97,0.35717555224141556
1.0,81.58,-72.97,0.41256639815166635
1.0,82.78,-72.97,0.4652758201388455
1.0,83.99,-72.97,0.49510399643233716
1.0,85.19,-72.97,0.5216166350137342
1.0,86.39,-72.97,0.5360487264825405
1.0,87.59,-72.97,0.5494052556745791
1.0,88.8,-72.97,0.5551947667106368
1.0,90.0,-72.97,0.5576244315628702
1.0,1.0,-70.54,6.324922136480414
1.0,2.2,-70.54,6.329626516819101
1.0,3.41,-70.54,6.324991881800317
1.0,4.61,-70.54,6.315031185079183
1.0,5.81,-70.54,6.309372727764386
1.0,7.01,-70.54,6.298023489930211
1.0,8.22,-70.54,6.294540290347754
1.0,9.42,-70.54,6.28989654472971
1.0,10.62,-70.54,6.2799754309493325
1.0,11.82,-70.54,6.265355136450359
1.0,13.03,-70.54,6.242080779708118
1.0,14.23,-70.54,6.22747806324429
1.0,15.43,-70.54,6.20825936322547
1.0,16.64,-70.54,6.1900176488499765
1.0,17.84,-70.54,6.175054745909983
1.0,19.04,-70.54,6.156397194043221
1.0,20.24,-70.54,6.142935178030248
1.0,21.45,-70.54,6.125065753031213
1.0,22.65,-70.54,6.1155213196548335
1.0,23.85,-70.54,6.108416635684991
1.0,25.05,-70.54,6.101721480943297
1.0,26.26,-70.54,6.096035342883204
1.0,27.46,-70.54,6.094188086920139
1.0,28.66,-70.54,6.092230736476768
1.0,29.86,-70.54,6.089117137717543
1.0,31.07,-70.54,6.088028729174142
1.0,32.27,-70.54,6.073121979183986
1.0,33.47,-70.54,6.057477151362865
1.0,34.68,-70.54,6.03613555264793
1.0,35.88,-70.54,6.019303555694315
1.0,37.08,-70.54,5.99707144630648
1.0,38.28,-70.54,5.964875655695562
1.0,39.49,-70.54,5.936592281933523
1.0,40.69,-70.54,5.899738509244397
1.0,41.89,-70.54,5.867134785345044
1.0,43.09,-70.54,5.812883324976511
1.0,44.3,-70.54,5.770598218564812
1.0,45.5,-70.54,5.726702531839408
1.0,46.7,-70.54,5.662307529451898
1.0,47.91,-70.54,5.6074471511728925
1.0,49.11,-70.54,5.52542274232814
1.0,50.31,-70.54,5.452063942859863
1.0,51.51,-70.54,5.344551870574302
1.0,52.72,-70.54,5.253988854454559
1.0,53.92,-70.54,5.151735981467355
1.0,55.12,-70.54,4.993677238710392
1.0,56.32,-70.54,4.857910187551642
1.0,57.53,-70.54,4.656087457897305
1.0,58.73,-70.54,4.489778325102391
1.0,59.93,-70.54,4.2536211138973945
1.0,61.14,-70.54,4.065768007818033
1.0,62.34,-70.54,3.793862003298736
1.0,63.54,-70.54,3.57073196060582
1.0,64.74,-70.54,3.3311881026055747
1.0,65.95,-70.54,2.9768427068418566
1.0,67.15,-70.54,2.7029655892434086
1.0,68.35,-70.54,2.3250399826206993
1.0,69.55,-70.54,1.9953260283314154
1.0,70.76,-70.54,1.4580967637396693
1.0,71.96,-70.54,1.1513089020052858
1.0,73.16,-70.54,0.9338158934655748
1.0,74.36,-70.54,0.7341698671064449
1.0,75.57,-70.54,0.625435577535415
1.0,76.77,-70.54,0.5140729275013229
1.0,77.97,-70.54,0.44468137454252177
1.0,79.18,-70.54,0.36800408776167526
1.0,80.38,-70.54,0.3178136095413362
1.0,81.58,-70.54,0.2730838220557289
1.0,82.78,-70.54,0.22863343076724738
1.0,83.99,-70.54,0.20232640169568777
1.0,85.19,-70.54,0.17755344887036925
1.0,86.39,-70.54,0.16384223123721847
1.0,87.59,-70.54,0.15113283072910444
1.0,88.8,-70.54,0.14561557417790014
1.0,90.0,-70.54,0.1433129245729111
1.0,1.0,-68.11,7.768492523828974
1.0,2.2,-68.11,7.770234194618721
1.0,3.41,-68.11,7.76250904145501
1.0,4.61,-68.11,7.752485930145068
1.0,5.81,-68.11,7.746474105234631
1.0,7.01,-68.11,7.734384489624
1.0,8.22,-68.11,7.731073070110112
1.0,9.42,-68.11,7.725405907815204
1.0,10.62,-68.11,7.71374010945263
1.0,11.82,-68.11,7.696964966234126
1.0,13.03,-68.11,7.6717924008620875
1.0,14.23,-68.11,7.6555846546025865
1.0,15.43,-68.11,7.634137973433091
1.0,16.64,-68.11,7.614594731563805
1.0,17.84,-68.11,7.597707989307202
1.0,19.04,-68.11,7.576172602567129
1.0,20.24,-68.11,7.559949791704315
1.0,21.45,-68.11,7.538768561155454
1.0,22.65,-68.11,7.526454453915557
1.0,23.85,-68.11,7.515379858726222
1.0,25.05,-68.11,7.505798769698219
1.0,26.26,-68.11,7.49665900541616
1.0,27.46,-68.11,7.489744909399614
1.0,28.66,-68.11,7.483404183769945
1.0,29.86,-68.11,7.474497498538449
1.0,31.07,-68.11,7.4686438521349885
1.0,32.27,-68.11,7.447076483573225
1.0,33.47,-68.11,7.426222140245106
1.0,34.68,-68.11,7.396666235053095
1.0,35.88,-68.11,7.373093336382099
1.0,37.08,-68.11,7.343356298078342
1.0,38.28,-68.11,7.300986388672241
1.0,39.49,-68.11,7.264348355647106
1.0,40.69,-68.11,7.2155884708210545
1.0,41.89,-68.11,7.17387209208707
1.0,43.09,-68.11,7.1063053483798155
1.0,44.3,-68.11,7.053410243608106
1.0,45.5,-68.11,6.997816255128943
1.0,46.7,-68.11,6.917082398389685
1.0,47.91,-68.11,6.848945951027274
1.0,49.11,-68.11,6.7480384636989434
1.0,50.31,-68.11,6.659898447869347
1.0,51.51,-68.11,6.530511667779218
1.0,52.72,-68.11,6.422282386392724
1.0,53.92,-68.11,6.300608446129038
1.0,55.12,-68.11,6.114919004778281
1.0,56.32,-68.11,5.956020257606522
1.0,57.53,-68.11,5.720247011269329
1.0,58.73,-68.11,5.526017941634205
1.0,59.93,-68.11,5.246643567583295
1.0,61.14,-68.11,5.021413914206046
1.0,62.34,-68.11,4.690223874402126
1.0,63.54,-68.11,4.412319338761159
1.0,64.74,-68.11,4.106073414475407
1.0,65.95,-68.11,3.629958771754444
1.0,67.15,-68.11,3.2230844332126796
1.0,68.35,-68.11,2.574647016622226
1.0,69.55,-68.11,2.184448391688658
1.0,70.76,-68.11,1.8634866846314884
1.0,71.96,-68.11,1.6963199792764214
1.0,73.16,-68.11,1.553348069209559
1.0,74.36,-68.11,1.4093479881785274
1.0,75.57,-68.11,1.3265703333127512
1.0,76.77,-68.11,1.2392098462437258
1.0,77.97,-68.11,1.183084239287817
1.0,79.18,-68.11,1.1207114017682773
1.0,80.38,-68.11,1.0798570347796366
1.0,81.58,-68.11,1.0431705555313633
1.0,82.78,-68.11,1.0053053033676815
1.0,83.99,-68.11,0.9819726128252748
1.0,85.19,-68.11,0.95892203608519
1.0,86.39,-68.11,0.9459891858229479
1.0,87.59,-68.11,0.933988748187767
1.0,88.8,-68.11,0.9287716111423381
1.0,90.0,-68.11,0.9266062572499563
1.0,1.0,-65.68,9.17927515288766
1.0,2.2,-65.68,9.182581641971453
1.0,3.41,-65.68,9.176646088027512
1.0,4.61,-65.68,9.166008367200131
1.0,5.81,-65.68,9.159514687323787
1.0,7.01,-65.68,9.146443490692779
1.0,8.22,-65.68,9.14154880866539
1.0,9.42,-65.68,9.134681332358536
1.0,10.62,-65.68,9.121095000143002
1.0,11.82,-65.68,9.103111266230655
1.0,13.03,-65.68,9.075506596137114
1.0,14.23,-65.68,9.057459529570528
1.0,15.43,-65.68,9.033251636930768
1.0,16.64,-65.68,9.011165977578862
1.0,17.84,-65.68,8.991792920707121
1.0,19.04,-65.68,8.966796392078464
1.0,20.24,-65.68,8.947996390598353
1.0,21.45,-65.68,8.922766448255198
1.0,22.65,-65.68,8.907227859388781
1.0,23.85,-65.68,8.891254124608366
1.0,25.05,-65.68,8.877508481703266
1.0,26.26,-65.68,8.86394093404269
1.0,27.46,-65.68,8.850868809954402
1.0,28.66,-65.68,8.839785006699826
1.0,29.86,-65.68,8.823874152589955
1.0,31.07,-65.68,8.812574834520197
1.0,32.27,-65.68,8.783079378637932
1.0,33.47,-65.68,8.755474497386588
1.0,34.68,-65.68,8.716125261639363
1.0,35.88,-65.68,8.684162399363055
1.0,37.08,-65.68,8.645988939212588
1.0,38.28,-65.68,8.591444479191466
1.0,39.49,-65.68,8.545171161989876
1.0,40.69,-65.68,8.482153687236664
1.0,41.89,-65.68,8.429004334160487
1.0,43.09,-65.68,8.345497104800979
1.0,44.3,-65.68,8.279452153415797
1.0,45.5,-65.68,8.21027567216442
1.0,46.7,-65.68,8.10978659182378
1.0,47.91,-65.68,8.025973261435523
1.0,49.11,-65.68,7.902056088577609
1.0,50.31,-65.68,7.795255747552293
1.0,51.51,-65.68,7.638852679415352
1.0,52.72,-65.68,7.508069085366942
1.0,53.92,-65.68,7.3625144149664346
1.0,55.12,-65.68,7.141551780044784
1.0,56.32,-65.68,6.953295550920886
1.0,57.53,-65.68,6.67252473457212
1.0,58.73,-65.68,6.439539581495424
1.0,59.93,-65.68,6.098954883697878
1.0,61.14,-65.68,5.816843258212478
1.0,62.34,-65.68,5.389558203304906
1.0,63.54,-65.68,5.011122816381899
1.0,64.74,-65.68,4.548645768399444
1.0,65.95,-65.68,3.7082795266201596
1.0,67.15,-65.68,3.2160350889791403
1.0,68.35,-65.68,2.844088144004317
1.0,69.55,-65.68,2.6475110256702425
1.0,70.76,-65.68,2.444687191946194
1.0,71.96,-65.68,2.328318082350093
1.0,73.16,-65.68,2.2248167554274803
1.0,74.36,-65.68,2.115749618653466
1.0,75.57,-65.68,2.0509534139519885
1.0,76.77,-65.68,1.9810649468642019
1.0,77.97,-65.68,1.935095048924486
1.0,79.18,-65.68,1.8838548193151263
1.0,80.38,-65.68,1.8503653876791715
1.0,81.58,-65.68,1.8200748559376214
1.0,82.78,-65.68,1.7876704322118198
1.0,83.99,-65.68,1.7668958213014645
1.0,85.19,-65.68,1.7455181722547004
1.0,86.39,-65.68,1.7334148786822954
1.0,87.59,-65.68,1.7221494842734877
1.0,88.8,-65.68,1.7172606528214542
1.0,90.0,-65.68,1.7152206322202481
1.0,1.0,-63.24,9.974019171547834
1.0,2.2,-63.24,9.979791586792828
1.0,3.41,-63.24,9.976561419145195
1.0,4.61,-63.24,9.965121430943947
1.0,5.81,-63.24,9.95791139286564
1.0,7.01,-63.24,9.94372470028244
1.0,8.22,-63.24,9.936771897227132
1.0,9.42,-63.24,9.928636574571838
1.0,10.62,-63.24,9.9129889308721
1.0,11.82,-63.24,9.894016991981674
1.0,13.03,-63.24,9.86396180627912
1.0,14.23,-63.24,9.843913961397647
1.0,15.43,-63.24,9.816809980890538
1.0,16.64,-63.24,9.791927984253896
1.0,17.84,-63.24,9.770017280331654
1.0,19.04,-63.24,9.741321703041034
1.0,20.24,-63.24,9.71989516797622
1.0,21.45,-63.24,9.690308917279975
1.0,22.65,-63.24,9.671193688930055
1.0,23.85,-63.24,9.64987337949005
1.0,25.05,-63.24,9.631429708455915
1.0,26.26,-63.24,9.613076854988911
1.0,27.46,-63.24,9.593115701408422
1.0,28.66,-63.24,9.5768211986981
1.0,29.86,-63.24,9.55298878818609
1.0,31.07,-63.24,9.535314954418869
1.0,32.27,-63.24,9.496768032878657
1.0,33.47,-63.24,9.461320608121447
1.0,34.68,-63.24,9.410747497986806
1.0,35.88,-63.24,9.369334348770229
1.0,37.08,-63.24,9.321662806119626
1.0,38.28,-63.24,9.253154857704159
1.0,39.49,-63.24,9.195613548632931
1.0,40.69,-63.24,9.116135234493804
1.0,41.89,-63.24,9.04955029257046
1.0,43.09,-63.24,8.947552642735252
1.0,44.3,-63.24,8.866424829001144
1.0,45.5,-63.24,8.781590115113175
1.0,46.7,-63.24,8.657873853569544
1.0,47.91,-63.24,8.555253738488485
1.0,49.11,-63.24,8.403894781512161
1.0,50.31,-63.24,8.274335429477036
1.0,51.51,-63.24,8.085008427794458
1.0,52.72,-63.24,7.926693606838499
1.0,53.92,-63.24,7.751635594502076
1.0,55.12,-63.24,7.485521942765135
1.0,56.32,-63.24,7.2581342846672285
1.0,57.53,-63.24,6.915633414193239
1.0,58.73,-63.24,6.625633157269167
1.0,59.93,-63.24,6.1883732833920035
1.0,61.14,-63.24,5.803943756482034
1.0,62.34,-63.24,5.126379551684416
1.0,63.54,-63.24,4.4634460054371745
1.0,64.74,-63.24,3.9066560346090995
1.0,65.95,-63.24,3.4345403143442916
1.0,67.15,-63.24,3.196566324510944
1.0,68.35,-63.24,2.9735160807649725
1.0,69.55,-63.24,2.845531661914612
1.0,70.76,-63.24,2.705570112088876
1.0,71.96,-63.24,2.6208325875124467
1.0,73.16,-63.24,2.544011804175817
1.0,74.36,-63.24,2.4596261263243675
1.0,75.57,-63.24,2.408107689089407
1.0,76.77,-63.24,2.351431856781892
1.0,77.97,-63.24,2.3132475869459213
1.0,79.18,-63.24,2.2707296383095863
1.0,80.38,-63.24,2.243010599429373
1.0,81.58,-63.24,2.2178725411446876
1.0,82.78,-63.24,2.189911794811273
1.0,83.99,-63.24,2.171290981805587
1.0,85.19,-63.24,2.151398629286714
1.0,86.39,-63.24,2.140053412299903
1.0,87.59,-63.24,2.1294648969977708
1.0,88.8,-63.24,2.1248784389857387
1.0,90.0,-63.24,2.1229537956817865
1.0,1.0,-60.81,10.394516564816119
1.0,2.2,-60.81,10.398399912782923
1.0,3.41,-60.81,10.393295438548563
1.0,4.61,-60.81,10.38153291635727
1.0,5.81,-60.81,10.373638844007646
