load_radius,satellite_range,latitude,error
5.0,26.26,-38.92,6.985180371443521
5.0,27.46,-38.92,6.786243930870658
5.0,28.66,-38.92,6.6209633781949755
5.0,29.86,-38.92,6.375164915066159
5.0,31.07,-38.92,6.166989513664768
5.0,32.27,-38.92,5.839869822490953
5.0,33.47,-38.92,5.5409684187157895
5.0,34.68,-38.92,5.015808791844893
5.0,35.88,-38.92,4.5611643843643135
5.0,37.08,-38.92,4.095763701394923
5.0,38.28,-38.92,3.488389295971497
5.0,39.49,-38.92,3.0459560068640372
5.0,40.69,-38.92,2.4957567649751375
5.0,41.89,-38.92,2.1269985272003487
5.0,43.09,-38.92,1.707813073737898
5.0,44.3,-38.92,1.4731645629561911
5.0,45.5,-38.92,1.317853521265455
5.0,46.7,-38.92,1.1798571975787098
5.0,47.91,-38.92,1.1136758648738905
5.0,49.11,-38.92,1.062338708750092
5.0,50.31,-38.92,1.0451988112687793
5.0,51.51,-38.92,1.0453399260745015
5.0,52.72,-38.92,1.058846336365613
5.0,53.92,-38.92,1.0811367581924904
5.0,55.12,-38.92,1.1211500615081649
5.0,56.32,-38.92,1.1575877111105806
5.0,57.53,-38.92,1.2123882091778209
5.0,58.73,-38.92,1.257057816688321
5.0,59.93,-38.92,1.3216894941966841
5.0,61.14,-38.92,1.373550552630597
5.0,62.34,-38.92,1.444999625724257
5.0,63.54,-38.92,1.4991244411922566
5.0,64.74,-38.92,1.5536209168646686
5.0,65.95,-38.92,1.6252480722282667
5.0,67.15,-38.92,1.6715450624287802
5.0,68.35,-38.92,1.7209262332825075
5.0,69.55,-38.92,1.7505856558825172
5.0,70.76,-38.92,1.7772549743884731
5.0,71.96,-38.92,1.7883006491355755
5.0,73.16,-38.92,1.7969090136511527
5.0,74.36,-38.92,1.8000153227229514
5.0,75.57,-38.92,1.7993159600100417
5.0,76.77,-38.92,1.7967567619486173
5.0,77.97,-38.92,1.792988885960977
5.0,79.18,-38.92,1.7894226521127232
5.0,80.38,-38.92,1.7876243192512926
5.0,81.58,-38.92,1.7859177715846921
5.0,82.78,-38.92,1.7810619301398272
5.0,83.99,-38.92,1.7759460707819312
5.0,85.19,-38.92,1.768509317362992
5.0,86.39,-38.92,1.7640383413983984
5.0,87.59,-38.92,1.7598541281504212
5.0,88.8,-38.92,1.7580467725005344
5.0,90.0,-38.92,1.7572950087591315
5.0,1.0,-36.49,7.770600992077599
5.0,2.2,-36.49,7.768232098719227
5.0,3.41,-36.49,7.75802967161032
5.0,4.61,-36.49,7.732102380924909
5.0,5.81,-36.49,7.707479077154434
5.0,7.01,-36.49,7.665796096992476
5.0,8.22,-36.49,7.630079164913724
5.0,9.42,-36.49,7.5864471548269234
5.0,10.62,-36.49,7.514980492635293
5.0,11.82,-36.49,7.451813989053853
5.0,13.03,-36.49,7.360235639815287
5.0,14.23,-36.49,7.2871873757604755
5.0,15.43,-36.49,7.182891199550952
5.0,16.64,-36.49,7.096402697929823
5.0,17.84,-36.49,7.005100582783542
5.0,19.04,-36.49,6.872231604320277
5.0,20.24,-36.49,6.7639516485962625
5.0,21.45,-36.49,6.608425020888256
5.0,22.65,-36.49,6.4832084101730025
5.0,23.85,-36.49,6.301152250352201
5.0,25.05,-36.49,6.147957256710647
5.0,26.26,-36.49,5.978244945439023
5.0,27.46,-36.49,5.728992606397795
5.0,28.66,-36.49,5.518582706789825
5.0,29.86,-36.49,5.196757013884962
5.0,31.07,-36.49,4.910881377049779
5.0,32.27,-36.49,4.411521543288837
5.0,33.47,-36.49,3.9765201434406268
5.0,34.68,-36.49,3.3640119640702526
5.0,35.88,-36.49,2.898514360373396
5.0,37.08,-36.49,2.451224212965577
5.0,38.28,-36.49,1.9022559073129597
5.0,39.49,-36.49,1.5276776397888638
5.0,40.69,-36.49,1.1012991961454617
5.0,41.89,-36.49,0.8661701004500476
5.0,43.09,-36.49,0.6735043801130373
5.0,44.3,-36.49,0.5818592211715492
5.0,45.5,-36.49,0.5224693065556228
5.0,46.7,-36.49,0.4814524781336648
5.0,47.91,-36.49,0.4732222536396384
5.0,49.11,-36.49,0.48541931770542973
5.0,50.31,-36.49,0.5082062671914592
5.0,51.51,-36.49,0.553325820521212
5.0,52.72,-36.49,0.5956060367223558
5.0,53.92,-36.49,0.643129295933246
5.0,55.12,-36.49,0.7124391246956937
5.0,56.32,-36.49,0.7681888506466293
5.0,57.53,-36.49,0.8454919083534339
5.0,58.73,-36.49,0.9048235421874388
5.0,59.93,-36.49,0.9861930286276226
5.0,61.14,-36.49,1.0486979519406834
5.0,62.34,-36.49,1.1321982440737666
5.0,63.54,-36.49,1.1939973504529773
5.0,64.74,-36.49,1.2549880472104105
5.0,65.95,-36.49,1.3338196093566523
5.0,67.15,-36.49,1.3843141788232776
5.0,68.35,-36.49,1.4381132455229306
5.0,69.55,-36.49,1.4706336235200246
5.0,70.76,-36.49,1.5010113870013524
5.0,71.96,-36.49,1.5147202100226536
5.0,73.16,-36.49,1.5259030084008314
5.0,74.36,-36.49,1.5322349760993261
5.0,75.57,-36.49,1.53367969300241
5.0,76.77,-36.49,1.5336224891374552
5.0,77.97,-36.49,1.5316523221368266
5.0,79.18,-36.49,1.5301052754504245
5.0,80.38,-36.49,1.5296313290228294
5.0,81.58,-36.49,1.5291408271525107
5.0,82.78,-36.49,1.5257635707446466
5.0,83.99,-36.49,1.5217000250702895
5.0,85.19,-36.49,1.515475240281336
5.0,86.39,-36.49,1.5117139364762482
5.0,87.59,-36.49,1.508193830911469
5.0,88.8,-36.49,1.5066768393285852
5.0,90.0,-36.49,1.506044543221056
5.0,1.0,-34.05,6.912589336582507
5.0,2.2,-34.05,6.909166953180491
5.0,3.41,-34.05,6.8979965273695765
5.0,4.61,-34.05,6.86885820483573
5.0,5.81,-34.05,6.84057295334679
5.0,7.01,-34.05,6.793173395329883
5.0,8.22,-34.05,6.751441683821982
5.0,9.42,-34.05,6.700743026813094
5.0,10.62,-34.05,6.618133970545986
5.0,11.82,-34.05,6.546117596014607
5.0,13.03,-34.05,6.441615334203181
5.0,14.23,-34.05,6.3572935806695945
5.0,15.43,-34.05,6.236321161182631
5.0,16.64,-34.05,6.136038445586126
5.0,17.84,-34.05,6.02921826369761
5.0,19.04,-34.05,5.872488753335945
5.0,20.24,-34.05,5.743885634381492
5.0,21.45,-34.05,5.557605017852659
5.0,22.65,-34.05,5.405500496801485
5.0,23.85,-34.05,5.180964778126713
5.0,25.05,-34.05,4.989599086628034
5.0,26.26,-34.05,4.774243411299672
5.0,27.46,-34.05,4.4474081334831395
5.0,28.66,-34.05,4.158256824814057
5.0,29.86,-34.05,3.660898175484366
5.0,31.07,-34.05,3.2393369975472037
5.0,32.27,-34.05,2.657192771715312
5.0,33.47,-34.05,2.214071617676312
5.0,34.68,-34.05,1.6335053695182609
5.0,35.88,-34.05,1.2183781187561853
5.0,37.08,-34.05,0.8426523958973324
5.0,38.28,-34.05,0.42252375393869557
5.0,39.49,-34.05,0.1889026654845696
5.0,40.69,-34.05,0.0020231954276069093
5.0,41.89,-34.05,0.0828646228982074
5.0,43.09,-34.05,0.1464856840987002
5.0,44.3,-34.05,0.1652537708098037
5.0,45.5,-34.05,0.16473496328487588
5.0,46.7,-34.05,0.13996954493768102
5.0,47.91,-34.05,0.10698290381769902
5.0,49.11,-34.05,0.048589610181707626
5.0,50.31,-34.05,0.0037763536491170146
5.0,51.51,-34.05,0.08251943155479537
5.0,52.72,-34.05,0.14639668899827857
5.0,53.92,-34.05,0.21297957983095778
5.0,55.12,-34.05,0.3045245107106053
5.0,56.32,-34.05,0.374998587824946
5.0,57.53,-34.05,0.4694066537139666
5.0,58.73,-34.05,0.539874729048552
5.0,59.93,-34.05,0.6338307494533416
5.0,61.14,-34.05,0.7041984802387645
5.0,62.34,-34.05,0.7965059519307089
5.0,63.54,-34.05,0.8638115372700059
5.0,64.74,-34.05,0.929381533740355
5.0,65.95,-34.05,1.0131181978581512
5.0,67.15,-34.05,1.066441617948279
5.0,68.35,-34.05,1.1232426669137694
5.0,69.55,-34.05,1.1577539193367696
5.0,70.76,-34.05,1.190943656693136
5.0,71.96,-34.05,1.2068135686887684
5.0,73.16,-34.05,1.220143493604133
5.0,74.36,-34.05,1.2292874521037958
5.0,75.57,-34.05,1.2326575127145654
5.0,76.77,-34.05,1.234878735029445
5.0,77.97,-34.05,1.2345723267832116
5.0,79.18,-34.05,1.2348977886135255
5.0,80.38,-34.05,1.235643344582487
5.0,81.58,-34.05,1.2362851227781197
5.0,82.78,-34.05,1.23432189471163
5.0,83.99,-34.05,1.2312933145078342
5.0,85.19,-34.05,1.2262815893361108
5.0,86.39,-34.05,1.22323140929797
5.0,87.59,-34.05,1.2203799465408802
5.0,88.8,-34.05,1.219153921918059
5.0,90.0,-34.05,1.218643282327482
5.0,1.0,-31.62,6.051633348967739
5.0,2.2,-31.62,6.04636148145577
5.0,3.41,-31.62,6.033355582416676
5.0,4.61,-31.62,6.000746815415456
5.0,5.81,-31.62,5.968547085079307
5.0,7.01,-31.62,5.91487081645887
5.0,8.22,-31.62,5.866822056280368
5.0,9.42,-31.62,5.808268866294886
5.0,10.62,-31.62,5.713332661674745
5.0,11.82,-31.62,5.6312128336325635
5.0,13.03,-31.62,5.51215572930477
5.0,14.23,-31.62,5.415179751671263
5.0,15.43,-31.62,5.275208536196635
5.0,16.64,-31.62,5.1592132723628925
5.0,17.84,-31.62,5.034275684438492
5.0,19.04,-31.62,4.849505530871785
5.0,20.24,-31.62,4.696421506871445
5.0,21.45,-31.62,4.4725728887155585
5.0,22.65,-31.62,4.286932367249731
5.0,23.85,-31.62,4.007052577631138
5.0,25.05,-31.62,3.7633237196802787
5.0,26.26,-31.62,3.4787008930283645
5.0,27.46,-31.62,2.9969760494186515
5.0,28.66,-31.62,2.5693569785073125
5.0,29.86,-31.62,1.9804721876454736
5.0,31.07,-31.62,1.542023861478307
5.0,32.27,-31.62,0.9789927811495311
5.0,33.47,-31.62,0.5753493286199758
5.0,34.68,-31.62,0.08118460823679648
5.0,35.88,-31.62,0.2387468293703784
5.0,37.08,-31.62,0.4767144746336572
5.0,38.28,-31.62,0.6583621354423219
5.0,39.49,-31.62,0.7393584563577242
5.0,40.69,-31.62,0.795491458343565
5.0,41.89,-31.62,0.8072412874635659
5.0,43.09,-31.62,0.7928879157503641
5.0,44.3,-31.62,0.7640098956849425
5.0,45.5,-31.62,0.7228936154471547
5.0,46.7,-31.62,0.6525598828376363
5.0,47.91,-31.62,0.5905491305313127
5.0,49.11,-31.62,0.4992604956684246
5.0,50.31,-31.62,0.4257082849699064
5.0,51.51,-31.62,0.3227307422905488
5.0,52.72,-31.62,0.243241085120735
5.0,53.92,-31.62,0.16283399272534968
5.0,55.12,-31.62,0.05518878039713483
5.0,56.32,-31.62,0.02592903239177683
5.0,57.53,-31.62,0.1327025993352882
5.0,58.73,-31.62,0.21116364681108304
5.0,59.93,-31.62,0.3140835964779171
5.0,61.14,-31.62,0.38996015855211985
5.0,62.34,-31.62,0.4883036735270143
5.0,63.54,-31.62,0.5593223197177472
5.0,64.74,-31.62,0.6278452678498062
5.0,65.95,-31.62,0.7146166333357752
5.0,67.15,-31.62,0.7696456230151475
5.0,68.35,-31.62,0.8283138083114077
5.0,69.55,-31.62,0.8641305261284932
5.0,70.76,-31.62,0.8993656597790519
5.0,71.96,-31.62,0.9169449057703106
5.0,73.16,-31.62,0.9319989454790472
5.0,74.36,-31.62,0.9435154787756347
5.0,75.57,-31.62,0.9485488446925354
5.0,76.77,-31.62,0.9527681890934987
5.0,77.97,-31.62,0.953946491325931
5.0,79.18,-31.62,0.9559397917965505
5.0,80.38,-31.62,0.9577700400742342
5.0,81.58,-31.62,0.9594189638850805
5.0,82.78,-31.62,0.9587452503794011
5.0,83.99,-31.62,0.9566780976966993
5.0,85.19,-31.62,0.9528086700407474
5.0,86.39,-31.62,0.9504290609093705
5.0,87.59,-31.62,0.9482093123258677
5.0,88.8,-31.62,0.9472576162776803
5.0,90.0,-31.62,0.9468624674440139
5.0,1.0,-29.19,5.0551393551358
5.0,2.2,-29.19,5.048178956154067
5.0,3.41,-29.19,5.033493906211452
5.0,4.61,-29.19,4.9961349583981205
5.0,5.81,-29.19,4.958653437440527
5.0,7.01,-29.19,4.896512837699131
5.0,8.22,-29.19,4.839712778979093
5.0,9.42,-29.19,4.770682315724846
5.0,10.62,-29.19,4.659132132263785
5.0,11.82,-29.19,4.563454784819858
5.0,13.03,-29.19,4.424243740435925
5.0,14.23,-29.19,4.309596920472822
5.0,15.43,-29.19,4.14283405348958
5.0,16.64,-29.19,4.004040597405627
5.0,17.84,-29.19,3.8528030169893652
5.0,19.04,-29.19,3.6263519325444786
5.0,20.24,-29.19,3.4360882345937873
5.0,21.45,-29.19,3.1521227654582757
5.0,22.65,-29.19,2.9093794301574576
5.0,23.85,-29.19,2.5233532913551144
5.0,25.05,-29.19,2.1419670773249773
5.0,26.26,-29.19,1.7014432410744278
5.0,27.46,-29.19,1.0995249704520698
5.0,28.66,-29.19,0.6573754982223025
5.0,29.86,-29.19,0.09952436923331635
5.0,31.07,-29.19,0.2876668111222102
5.0,32.27,-29.19,0.7466621203630196
5.0,33.47,-29.19,1.0412951918942697
5.0,34.68,-29.19,1.3160290230264047
5.0,35.88,-29.19,1.4331790752673528
5.0,37.08,-29.19,1.5011312631689975
5.0,38.28,-29.19,1.53751919316512
5.0,39.49,-29.19,1.535427792694942
5.0,40.69,-29.19,1.5026031577604988
5.0,41.89,-29.19,1.460174533428501
5.0,43.09,-29.19,1.3855696078415205
5.0,44.3,-29.19,1.3188422824938448
5.0,45.5,-29.19,1.2450466232533592
5.0,46.7,-29.19,1.137580753544163
5.0,47.91,-29.19,1.0517344428916209
5.0,49.11,-29.19,0.9332791658052897
5.0,50.31,-29.19,0.8421445436616798
5.0,51.51,-29.19,0.7190702027584774
5.0,52.72,-29.19,0.6266428937122214
5.0,53.92,-29.19,0.5347962840794013
5.0,55.12,-29.19,0.413818695026656
5.0,56.32,-29.19,0.32390709885054275
5.0,57.53,-29.19,0.2069413220557168
5.0,58.73,-29.19,0.12192654100692803
5.0,59.93,-29.19,0.011792231249964561
5.0,61.14,-29.19,0.06838930429792077
5.0,62.34,-29.19,0.17129878073019922
5.0,63.54,-29.19,0.2450202070748613
5.0,64.74,-29.19,0.31555998695563736
5.0,65.95,-29.19,0.4042199850880854
5.0,67.15,-29.19,0.4602734369737681
5.0,68.35,-29.19,0.5201271165444992
5.0,69.55,-29.19,0.5568631728799089
5.0,70.76,-29.19,0.5938242798130019
5.0,71.96,-29.19,0.6130065135840654
5.0,73.16,-29.19,0.6297192957618579
5.0,74.36,-29.19,0.6436348829783038
5.0,75.57,-29.19,0.6503903938418715
5.0,76.77,-29.19,0.6567074735399144
5.0,77.97,-29.19,0.6594692747048813
5.0,79.18,-29.19,0.6632395465021098
5.0,80.38,-29.19,0.666224105427777
5.0,81.58,-29.19,0.6689460545025822
5.0,82.78,-29.19,0.6696741833834536
5.0,83.99,-29.19,0.6686646719516419
5.0,85.19,-29.19,0.666067816163747
5.0,86.39,-29.19,0.6644383013344564
5.0,87.59,-29.19,0.6629241562913033
5.0,88.8,-29.19,0.6622796421679994
5.0,90.0,-29.19,0.6620127372592512
5.0,1.0,-26.76,4.014662650858191
5.0,2.2,-26.76,4.005400573732334
5.0,3.41,-26.76,3.988332514414641
5.0,4.61,-26.76,3.9449525058736814
5.0,5.81,-26.76,3.9007675994565183
5.0,7.01,-26.76,3.8278466438144436
5.0,8.22,-26.76,3.760029340651768
5.0,9.42,-26.76,3.677712458335796
5.0,10.62,-26.76,3.5447985128573443
5.0,11.82,-26.76,3.43131694707871
5.0,13.03,-26.76,3.265332001439757
5.0,14.23,-26.76,3.126858309238919
5.0,15.43,-26.76,2.9234122645607616
5.0,16.64,-26.76,2.752613268321018
5.0,17.84,-26.76,2.5636216199830506
5.0,19.04,-26.76,2.274480140892046
5.0,20.24,-26.76,2.0245047682242987
5.0,21.45,-26.76,1.6310901090693737
5.0,22.65,-26.76,1.2456984799174884
5.0,23.85,-26.76,0.6545458220664102
5.0,25.05,-26.76,0.19918246842111942
5.0,26.26,-26.76,0.2519482732010422
5.0,27.46,-26.76,0.8158421980798066
5.0,28.66,-26.76,1.2002985106080781
5.0,29.86,-26.76,1.647236006419993
5.0,31.07,-26.76,1.9227702765706969
5.0,32.27,-26.76,2.1622215469047434
5.0,33.47,-26.76,2.2547885465743054
5.0,34.68,-26.76,2.312666903759606
5.0,35.88,-26.76,2.3193551636130785
5.0,37.08,-26.76,2.2995109531701683
5.0,38.28,-26.76,2.242586697433871
5.0,39.49,-26.76,2.1825563979939617
5.0,40.69,-26.76,2.0851403044917505
5.0,41.89,-26.76,2.0022195286149786
5.0,43.09,-26.76,1.8817872879988835
5.0,44.3,-26.76,1.785910058246501
5.0,45.5,-26.76,1.6868019547034867
5.0,46.7,-26.76,1.550383118148349
5.0,47.91,-26.76,1.445885660444772
5.0,49.11,-26.76,1.3061334311925392
5.0,50.31,-26.76,1.2011714869072958
5.0,51.51,-26.76,1.062344484922777
5.0,52.72,-26.76,0.9598003161572415
5.0,53.92,-26.76,0.8590263804739577
5.0,55.12,-26.76,0.7276325100836979
5.0,56.32,-26.76,0.6308667197702158
5.0,57.53,-26.76,0.5059739453888016
5.0,58.73,-26.76,0.4158904623509742
5.0,59.93,-26.76,0.30030340150870927
5.0,61.14,-26.76,0.2169908576706122
5.0,62.34,-26.76,0.11090819535674801
5.0,63.54,-26.76,0.035410697907280415
5.0,64.74,-26.76,0.03631237323600972
5.0,65.95,-26.76,0.12587920270857975
5.0,67.15,-26.76,0.1823844110228973
5.0,68.35,-26.76,0.24285619305581482
5.0,69.55,-26.76,0.2801877699797515
5.0,70.76,-26.76,0.31857880733021643
5.0,71.96,-26.76,0.3392340037080051
5.0,73.16,-26.76,0.3575073904757353
5.0,74.36,-26.76,0.3737694352297963
5.0,75.57,-26.76,0.3822402107840602
5.0,76.77,-26.76,0.3906669311001451
5.0,77.97,-26.76,0.39503730464087716
5.0,79.18,-26.76,0.40061385378872283
5.0,80.38,-26.76,0.40477057427752167
5.0,81.58,-26.76,0.40858489541895254
5.0,82.78,-26.76,0.4107556267155062
5.0,83.99,-26.76,0.41084253976315566
5.0,85.19,-26.76,0.4095719865611158
5.0,86.39,-26.76,0.40872491755689855
5.0,87.59,-26.76,0.4079472100495126
5.0,88.8,-26.76,0.40762316739996557
5.0,90.0,-26.76,0.407490243565763
5.0,1.0,-24.32,2.9166948059420883
5.0,2.2,-24.32,2.904240851902133
5.0,3.41,-24.32,2.8837288947867674
5.0,4.61,-24.32,2.8324623764793238
5.0,5.81,-24.32,2.779578778767811
5.0,7.01,-24.32,2.6924451516996832
5.0,8.22,-24.32,2.6102781864008455
5.0,9.42,-24.32,2.510342350972763
5.0,10.62,-24.32,2.3488095527402
5.0,11.82,-24.32,2.2108270412286077
5.0,13.03,-24.32,2.0073397166273392
5.0,14.23,-24.32,1.834847532069487
5.0,15.43,-24.32,1.5771450578068291
5.0,16.64,-24.32,1.3568496839231345
5.0,17.84,-24.32,1.1058050719003067
5.0,19.04,-24.32,0.6997288855418037
5.0,20.24,-24.32,0.2955320117241252
5.0,21.45,-24.32,0.3133370654391724
5.0,22.65,-24.32,0.7716085361977203
5.0,23.85,-24.32,1.360574058101602
5.0,25.05,-24.32,1.7747062599773553
5.0,26.26,-24.32,2.15857870421734
5.0,27.46,-24.32,2.5989925342902187
5.0,28.66,-24.32,2.861976066728905
5.0,29.86,-24.32,3.0775420127498285
5.0,31.07,-24.32,3.1467014915833635
5.0,32.27,-24.32,3.1685444914367107
5.0,33.47,-24.32,3.1498697515863947
5.0,34.68,-24.32,3.0902235935049136
5.0,35.88,-24.32,3.0241275626971333
5.0,37.08,-24.32,2.9425125653448534
5.0,38.28,-24.32,2.8171416038415598
5.0,39.49,-24.32,2.7133707987027478
5.0,40.69,-24.32,2.56640491376775
5.0,41.89,-24.32,2.4519691218824025
5.0,43.09,-24.32,2.2955013795766734
5.0,44.3,-24.32,2.1765838067747456
5.0,45.5,-24.32,2.057397695682093
5.0,46.7,-24.32,1.8979529908308082
5.0,47.91,-24.32,1.7785944198612447
5.0,49.11,-24.32,1.6219027137782045
5.0,50.31,-24.32,1.5059249827477692
5.0,51.51,-24.32,1.3546119372935648
5.0,52.72,-24.32,1.2440909888249785
5.0,53.92,-24.32,1.1362870626026222
5.0,55.12,-24.32,0.9966820541878703
5.0,56.32,-24.32,0.8945212095946004
5.0,57.53,-24.32,0.7634116977578727
5.0,58.73,-24.32,0.6693793776093965
5.0,59.93,-24.32,0.5496681138002292
5.0,61.14,-24.32,0.4641159505418475
5.0,62.34,-24.32,0.3559122292497908
5.0,63.54,-24.32,0.2793374637693292
5.0,64.74,-24.32,0.2070575114979303
5.0,65.95,-24.32,0.11732511404082688
5.0,67.15,-24.32,0.06079795345598311
5.0,68.35,-24.32,0.00012702384823786738
5.0,69.55,-24.32,0.03756631672445534
5.0,70.76,-24.32,0.07719168595613791
5.0,71.96,-24.32,0.09924888106115874
5.0,73.16,-24.32,0.11903860690846178
5.0,74.36,-24.32,0.13764955905141013
5.0,75.57,-24.32,0.1478605991681155
5.0,76.77,-24.32,0.15844316964142457
5.0,77.97,-24.32,0.1644688782186805
5.0,79.18,-24.32,0.1719057015301019
5.0,80.38,-24.32,0.1772693471154448
5.0,81.58,-24.32,0.18221044833782526
5.0,82.78,-24.32,0.1858786965153308
5.0,83.99,-24.32,0.1871081695691534
5.0,85.19,-24.32,0.18722385177564102
5.0,86.39,-24.32,0.18719512761168114
5.0,87.59,-24.32,0.18718770675046315
5.0,88.8,-24.32,0.18719886588499338
5.0,90.0,-24.32,0.18720607910146
5.0,1.0,-21.89,1.7194773924165223
5.0,2.2,-21.89,1.7030325853403239
5.0,3.41,-21.89,1.6780307644340773
5.0,4.61,-21.89,1.6159858674797365
5.0,5.81,-21.89,1.551378488420092
5.0,7.01,-21.89,1.4447053246900252
5.0,8.22,-21.89,1.3427277095507082
5.0,9.42,-21.89,1.2182270213074078
5.0,10.62,-21.89,1.0162183222316625
5.0,11.82,-21.89,0.842598314722467
5.0,13.03,-21.89,0.5822532448637563
5.0,14.23,-21.89,0.35614561212136137
5.0,15.43,-21.89,0.005645341555295233
5.0,16.64,-21.89,0.3119752329700077
5.0,17.84,-21.89,0.7293243991278084
5.0,19.04,-21.89,1.3685265241394533
5.0,20.24,-21.89,1.8461373729600727
5.0,21.45,-21.89,2.440772995231805
5.0,22.65,-21.89,2.8473258346887103
5.0,23.85,-21.89,3.3280508661979233
5.0,25.05,-21.89,3.633725319577554
5.0,26.26,-21.89,3.8819392076088626
5.0,27.46,-21.89,4.070763881960354
5.0,28.66,-21.89,4.112862555492355
5.0,29.86,-21.89,4.099150655035268
5.0,31.07,-21.89,4.0542365572844155
5.0,32.27,-21.89,3.9572482846032178
5.0,33.47,-21.89,3.864815594087806
5.0,34.68,-21.89,3.721632210216617
5.0,35.88,-21.89,3.6017464646509723
5.0,37.08,-21.89,3.473358814207664
5.0,38.28,-21.89,3.2952685053592186
5.0,39.49,-21.89,3.15733411981484
5.0,40.69,-21.89,2.97135740775072
5.0,41.89,-21.89,2.831940210665809
5.0,43.09,-21.89,2.6467025843994065
5.0,44.3,-21.89,2.5093623526217868
5.0,45.5,-21.89,2.3741022557197193
5.0,46.7,-21.89,2.19625653867984
5.0,47.91,-21.89,2.0650353117615845
5.0,49.11,-21.89,1.8948788520047675
5.0,50.31,-21.89,1.770158550513144
5.0,51.51,-21.89,1.6090045887228464
5.0,52.72,-21.89,1.4922483849635466
5.0,53.92,-21.89,1.3789599374349295
5.0,55.12,-21.89,1.2329588098860536
5.0,56.32,-21.89,1.1266104082443167
5.0,57.53,-21.89,0.9907017688415699
5.0,58.73,-21.89,0.8936570660081183
5.0,59.93,-21.89,0.7709278472452517
5.0,61.14,-21.89,0.683878793821395
5.0,62.34,-21.89,0.5744339547512731
5.0,63.54,-21.89,0.49736384227577096
5.0,64.74,-21.89,0.4250539039340481
5.0,65.95,-21.89,0.33577941625100555
5.0,67.15,-21.89,0.27959534514408335
5.0,68.35,-21.89,0.21907985086920231
5.0,69.55,-21.89,0.18122218366869614
5.0,70.76,-21.89,0.14052751755184986
5.0,71.96,-21.89,0.11712640963766978
5.0,73.16,-21.89,0.09585745133784368
5.0,74.36,-21.89,0.07489353522160866
5.0,75.57,-21.89,0.06292010656964107
5.0,76.77,-21.89,0.05014040888277291
5.0,77.97,-21.89,0.04241771633877978
5.0,79.18,-21.89,0.03307303221744434
5.0,80.38,-21.89,0.026471234069694052
5.0,81.58,-21.89,0.020373379695099027
5.0,82.78,-21.89,0.015159432835392663
5.0,83.99,-21.89,0.012747357325093852
5.0,85.19,-21.89,0.011193055810259978
5.0,86.39,-21.89,0.010371880118886031
5.0,87.59,-21.89,0.009579487266260319
5.0,88.8,-21.89,0.009220148023074254
5.0,90.0,-21.89,0.009067554410058121
5.0,1.0,-19.46,0.3790214065536091
5.0,2.2,-19.46,0.35737041823658033
5.0,3.41,-19.46,0.3262607361527014
5.0,4.61,-19.46,0.24878679254489258
5.0,5.81,-19.46,0.1673618235779304
5.0,7.01,-19.46,0.03226176715130957
5.0,8.22,-19.46,0.09893855259380081
5.0,9.42,-19.46,0.25998252526446125
5.0,10.62,-19.46,0.5243975638064774
5.0,11.82,-19.46,0.755676505045531
5.0,13.03,-19.46,1.1166366234363676
5.0,14.23,-19.46,1.4514337232162808
5.0,15.43,-19.46,2.0582314468539407
5.0,16.64,-19.46,2.556949194035241
5.0,17.84,-19.46,3.0456646589948844
5.0,19.04,-19.46,3.655712269269247
5.0,20.24,-19.46,4.065895807246384
5.0,21.45,-19.46,4.529440047050001
5.0,22.65,-19.46,4.8120390475486206
5.0,23.85,-19.46,5.086391311121784
5.0,25.05,-19.46,5.173996238586976
5.0,26.26,-19.46,5.18032057443998
5.0,27.46,-19.46,5.120531267417339
5.0,28.66,-19.46,5.039847000915722
5.0,29.86,-19.46,4.9003855746777365
5.0,31.07,-19.46,4.7795838264143375
5.0,32.27,-19.46,4.59770450857114
5.0,33.47,-19.46,4.450475731356592
5.0,34.68,-19.46,4.243697953939749
5.0,35.88,-19.46,4.08211482768947
5.0,37.08,-19.46,3.917057328720185
5.0,38.28,-19.46,3.6972452470058275
5.0,39.49,-19.46,3.532091873011416
5.0,40.69,-19.46,3.314891576609573
5.0,41.89,-19.46,3.155408562650022
5.0,43.09,-19.46,2.946966256999849
5.0,44.3,-19.46,2.79477055746908
5.0,45.5,-19.46,2.646580195268576
5.0,46.7,-19.46,2.4539924639662525
5.0,47.91,-19.46,2.313310963640689
5.0,49.11,-19.46,2.132478032942185
5.0,50.31,-19.46,2.0008470605579465
5.0,51.51,-19.46,1.8319968634241612
5.0,52.72,-19.46,1.7104165961319568
5.0,53.92,-19.46,1.5929069048360498
5.0,55.12,-19.46,1.4419944080211253
5.0,56.32,-19.46,1.3324524069949186
5.0,57.53,-19.46,1.1929067427249767
5.0,58.73,-19.46,1.0936174783837236
5.0,59.93,-19.46,0.9687787586267793
5.0,61.14,-19.46,0.8808402509919087
5.0,62.34,-19.46,0.7708786994160904
5.0,63.54,-19.46,0.6937927327247787
5.0,64.74,-19.46,0.621889885063902
5.0,65.95,-19.46,0.533587886295383
5.0,67.15,-19.46,0.4780482749987774
5.0,68.35,-19.46,0.4179807217088997
5.0,69.55,-19.46,0.38011949982485727
5.0,70.76,-19.46,0.33848777092698873
5.0,71.96,-19.46,0.31378611881750806
5.0,73.16,-19.46,0.29106365696820174
5.0,74.36,-19.46,0.2677350778321057
5.0,75.57,-19.46,0.2539745572459297
5.0,76.77,-19.46,0.23895579677369175
5.0,77.97,-19.46,0.22949596085599258
