true_mean,true_std,est_mean,est_std,error_mean,error_std,G,W,E
0.3879985029816694,0.009990985053162777,0.3847964642276968,0.009876694316922287,-0.003202038753972569,0.014048803257304412,0.0,0.0,1.0
0.3879985029816694,0.00823877733563148,0.3847964642276968,0.008149038551966331,-0.003202038753972569,0.011588109479442645,0.0,0.2,0.8
0.3879985029816694,0.00720460178031454,0.3847964642276968,0.0071299157545645486,-0.003202038753972569,0.010136172131534626,0.0,0.4,0.6
0.3879985029816694,0.007204601780314542,0.3847964642276968,0.0071299157545645486,-0.003202038753972569,0.010136172131534626,0.0,0.6000000000000001,0.3999999999999999
0.3879985029816694,0.00823877733563148,0.3847964642276968,0.008149038551966331,-0.003202038753972569,0.011588109479442645,0.0,0.8,0.19999999999999996
0.3879985029816694,0.009990985053162777,0.3847964642276968,0.009876694316922287,-0.003202038753972569,0.014048803257304412,0.0,1.0,0.0
0.38799850298166944,0.008238777335631466,0.3847964642276968,0.008149038551966643,-0.0032020387539726247,0.011588109479442854,0.2,0.0,0.8
0.3879985029816694,0.0066272697414779865,0.3847964642276968,0.006561260042100514,-0.003202038753972569,0.00932581565153282,0.2,0.2,0.6000000000000001
0.38799850298166944,0.005994591031897663,0.3847964642276968,0.005938397764797033,-0.0032020387539726247,0.00843799085402765,0.2,0.4,0.4
0.38799850298166944,0.006627269741477969,0.3847964642276968,0.006561260042100701,-0.0032020387539726247,0.00932581565153294,0.2,0.6000000000000001,0.19999999999999996
0.3879985029816694,0.00823877733563148,0.3847964642276968,0.008149038551966331,-0.003202038753972569,0.011588109479442645,0.2,0.8,0.0
0.3879985029816694,0.010382936237843494,0.3847964642276968,0.010263267313924221,-0.003202038753972569,0.014599315767397763,0.2,1.0,-0.19999999999999996
0.38799850298166944,0.007204601780314535,0.3847964642276968,0.0071299157545650005,-0.0032020387539726247,0.01013617213153494,0.4,0.0,0.6
0.3879985029816694,0.005994591031897666,0.3847964642276968,0.005938397764796657,-0.003202038753972569,0.008437990854027388,0.4,0.2,0.39999999999999997
0.38799850298166944,0.005994591031897665,0.3847964642276968,0.0059383977647968645,-0.0032020387539726247,0.008437990854027532,0.4,0.4,0.19999999999999996
0.3879985029816693,0.007204601780314524,0.3847964642276968,0.007129915754564427,-0.0032020387539725137,0.010136172131534529,0.4,0.6000000000000001,-1.1102230246251565e-16
0.38799850298166944,0.00915688905465814,0.3847964642276968,0.009054168099592802,-0.0032020387539726247,0.012877366855650343,0.4,0.8,-0.20000000000000007
0.3879985029816694,0.011478767907703646,0.3847964642276968,0.011344221081167305,-0.003202038753972569,0.016138570711724375,0.4,1.0,-0.4
0.3879985029816694,0.007204601780314542,0.3847964642276968,0.0071299157545645486,-0.003202038753972569,0.010136172131534626,0.6000000000000001,0.0,0.3999999999999999
0.3879985029816694,0.006627269741477936,0.3847964642276968,0.0065612600421001204,-0.003202038753972569,0.009325815651532508,0.6000000000000001,0.2,0.1999999999999999
0.3879985029816693,0.007204601780314489,0.3847964642276968,0.007129915754564119,-0.0032020387539725137,0.010136172131534288,0.6000000000000001,0.4,-1.1102230246251565e-16
0.38799850298166944,0.008709938838632374,0.3847964642276968,0.00861350071971667,-0.0032020387539726247,0.01224971139338704,0.6000000000000001,0.6000000000000001,-0.20000000000000018
0.3879985029816693,0.010760620219379728,0.3847964642276968,0.01063579904305065,-0.0032020387539725137,0.015129810599934188,0.6000000000000001,0.8,-0.40000000000000013
0.38799850298166944,0.013103054056666995,0.3847964642276968,0.012946782556837967,-0.0032020387539726247,0.018420347558772643,0.6000000000000001,1.0,-0.6000000000000001
0.3879985029816694,0.00823877733563148,0.3847964642276968,0.008149038551966331,-0.003202038753972569,0.011588109479442645,0.8,0.0,0.19999999999999996
0.38799850298166944,0.008238777335631458,0.3847964642276968,0.008149038551966564,-0.0032020387539726247,0.011588109479442792,0.8,0.2,-5.551115123125783e-17
0.3879985029816694,0.009156889054658165,0.3847964642276968,0.009054168099592542,-0.003202038753972569,0.012877366855650177,0.8,0.4,-0.20000000000000007
0.3879985029816693,0.010760620219379728,0.3847964642276968,0.01063579904305065,-0.0032020387539725137,0.015129810599934188,0.8,0.6000000000000001,-0.40000000000000013
0.3879985029816694,0.01279470370994718,0.3847964642276968,0.012642531915993255,-0.003202038753972569,0.017987163652789847,0.8,0.8,-0.6000000000000001
0.3879985029816694,0.015086056599328742,0.3847964642276968,0.014903628278506244,-0.003202038753972569,0.0212063018836864,0.8,1.0,-0.8
0.38799850298166944,0.009990985053162774,0.3847964642276968,0.009876694316922502,-0.0032020387539726247,0.01404880325730456,1.0,0.0,0.0
0.3879985029816694,0.010382936237843424,0.3847964642276968,0.010263267313922757,-0.003202038753972569,0.014599315767396684,1.0,0.2,-0.2
0.3879985029816694,0.01147876790770373,0.3847964642276968,0.01134422108116799,-0.003202038753972569,0.01613857071172492,1.0,0.4,-0.4
0.3879985029816694,0.013103054056667018,0.3847964642276968,0.01294678255683747,-0.003202038753972569,0.01842034755877231,1.0,0.6000000000000001,-0.6000000000000001
0.3879985029816694,0.015086056599328742,0.3847964642276968,0.014903628278506244,-0.003202038753972569,0.0212063018836864,1.0,0.8,-0.8
0.3879985029816694,0.017304893729739042,0.3847964642276968,0.017093514085990674,-0.003202038753972569,0.024323806667656343,1.0,1.0,-1.0
