length_scale,satellite_range,error,true_mean,estimate,num_error
0.1,40.56,2.7454947369078195,-2.146631939457697e-12,-2.0876962725391037e-12,5.893566691859332e-14
0.1,1.0,2.74440775511614,-3.5057833257457113e-12,-3.4095703362763775e-12,9.621298946933383e-14
0.005,90.0,2.74428735163127,-1.4857355785042616e-11,-1.4449627249446835e-11,4.0772853559578124e-13
0.005,90.0,2.7441980232019323,-1.919630383892413e-11,-1.8669519248448536e-11,5.267845904755925e-13
0.1,1.0,2.743218033063307,2.025097780084895e-11,2.0806506275753485e-11,5.555284749045354e-13
0.005,50.44,2.7429079571359885,-1.3799653832963138e-11,-1.3421142029921571e-11,3.7851180304156734e-13
0.1,90.0,2.7425142251677053,5.1709614269332116e-12,5.029147074221633e-12,-1.418143527115783e-13
0.005,40.56,2.742379156244113,1.388627921242813e-11,1.4267093639127618e-11,3.808144266994882e-13
0.1,50.44,2.741766700606955,-1.2202271676602326e-11,-1.2536829498149002e-11,-3.3455782154667654e-13
0.005,70.22,2.741560287139083,-1.9027968131760916e-11,-1.8506304914011078e-11,5.216632177498377e-13
0.005,60.33,2.740994470759489,1.0757946242209114e-11,1.0463071530542884e-11,-2.9487471166623004e-13
0.005,10.89,2.740973187289847,-9.077584548375967e-12,-9.326398706900519e-12,-2.488141585245514e-13
0.1,10.89,2.740650506511448,6.698704203499084e-12,6.882292274181985e-12,1.835880706829013e-13
0.005,70.22,2.740537775288036,-1.2170730046730443e-12,-1.1837186592271464e-12,3.335434544589791e-14
0.005,80.11,2.740487443799681,1.570181980160336e-11,1.5271513401492367e-11,-4.30306400110992e-13
0.005,80.11,2.7403373971151455,-6.851240984239003e-12,-7.038988103096584e-12,-1.8774711885758118e-13
0.1,10.89,2.7400267596681713,3.555657677043217e-12,3.653083648876397e-12,9.742597183317984e-14
0.1,50.44,2.739709475805586,4.270075726637742e-12,4.1530880573309735e-12,-1.1698766930676844e-13
0.1,60.33,2.739664588373426,-1.2425240785204477e-11,-1.2765650707016857e-11,-3.4040992181237925e-13
0.005,90.0,2.739581284499912,-1.0559412065195505e-11,-1.0270128388504183e-11,2.8928367669132167e-13
0.005,10.89,2.7394444283686363,1.1890757273529887e-11,1.221649796115044e-11,3.2574068762055287e-13
0.1,10.89,2.7390688753457617,-9.05495764531958e-12,-9.30297917185827e-12,-2.480215265386901e-13
0.1,20.78,2.738178608732948,5.250481285852988e-12,5.394248841277741e-12,1.4376755542475315e-13
0.005,40.56,2.738136910271123,-1.681842549104567e-11,-1.7278937007142437e-11,-4.605115160967688e-13
0.005,10.89,2.737527952727415,-1.8711864639778372e-11,-1.9224107164768822e-11,-5.1224252499045e-13
0.1,1.0,2.737370045117673,3.555657677043217e-12,3.652989185201525e-12,9.73315081583079e-14
0.1,10.89,2.737184309347511,-3.740475725861255e-12,-3.638092011198028e-12,1.0238371466322668e-13
0.1,40.56,2.7363924784750666,-7.99522951590235e-12,-8.214010375012321e-12,-2.187808591099704e-13
0.005,60.33,2.73634108157503,9.390266121577893e-12,9.133316412023935e-12,-2.5694970955395815e-13
0.1,1.0,2.736329500885432,2.87759150309478e-12,2.956331888308935e-12,7.874038521415499e-14
0.005,70.22,2.73625543169868,-1.4099126072530996e-11,-1.3713337969549321e-11,3.8578810298167413e-13
0.1,40.56,2.7362177029363646,-3.5898064928935003e-12,-3.688031413653211e-12,-9.8224920759711e-14
0.005,20.78,2.7360730179522483,-2.472982536328436e-11,-2.5406451442435896e-11,-6.76626079151535e-13
0.005,60.33,2.736061306304871,7.250542059184929e-12,7.448921334963648e-12,1.9837927577871925e-13
0.1,10.89,2.734389251222316,-1.522223607276848e-11,-1.5638471259737947e-11,-4.1623518696946734e-13
0.005,10.89,2.7341670566178338,-1.709588922237185e-12,-1.756331939352582e-12,-4.674301711539699e-14
0.005,80.11,2.733830733152236,-1.0741634790429818e-11,-1.0447976677286075e-11,2.936581131437431e-13
0.1,10.89,2.7329738073103793,-1.9569259169407865e-11,-2.0104081896792466e-11,-5.348227273846017e-13
0.005,10.89,2.732652446743355,-1.0457986743277504e-11,-1.0172206312657236e-11,2.8578043062026844e-13
0.005,60.33,2.7323053703231093,1.553274590479262e-11,1.595714795530791e-11,4.244020505152916e-13
0.005,80.11,2.7321099684094854,1.758446690832888e-11,1.710403993503476e-11,-4.804269732941206e-13
0.1,50.44,2.7317564957856226,-4.9203272333015676e-12,-4.785915874491943e-12,1.3441135880962458e-13
0.1,10.89,2.731698184682929,6.907344342339693e-12,7.096032142349186e-12,1.886878000094924e-13
0.005,10.89,2.731516855786001,1.6168952341129963e-11,1.6610609999731933e-11,4.4165765860197015e-13
0.1,40.56,2.731435487159757,7.58840063403578e-12,7.79567290186169e-12,2.0727226782590928e-13
0.005,10.89,2.7313213513663963,-8.329626344282428e-12,-8.557135207112855e-12,-2.275088628304262e-13
0.1,10.89,2.731254546475592,-6.379938992967434e-12,-6.554191366775226e-12,-1.7425237380779216e-13
0.005,20.78,2.7311583443433394,-4.27824938915327e-12,-4.395095154336947e-12,-1.1684576518367747e-13
0.1,40.56,2.7306314123504056,-1.2566256489958301e-11,-1.2909394637029624e-11,-3.4313814707132285e-13
0.1,60.33,2.730384244088206,6.417601801474517e-12,6.592826989910298e-12,1.7522518843578109e-13
0.1,20.78,2.7303519015793665,-2.5364118669587583e-12,-2.467158897317365e-12,6.925296964139316e-14
0.005,60.33,2.730311829511744,-5.972823249246102e-12,-5.809746549516108e-12,1.6307669972999405e-13
0.1,1.0,2.730185636018742,1.2734921282675053e-11,1.308260827429294e-11,3.4768699161788804e-13
0.005,80.11,2.73014369148572,3.56132336929683e-11,3.464094123996566e-11,-9.722924530026409e-13
0.005,20.78,2.730083673567085,-2.137853407019552e-11,-2.1962185938493906e-11,-5.836518682983847e-13
0.005,80.11,2.7300448520010243,2.0163317218090847e-11,1.9612849614385722e-11,-5.504676037051253e-13
0.1,60.33,2.728970103024511,-1.5873325874018386e-11,-1.6306504191476002e-11,-4.3317831745761594e-13
0.005,20.78,2.7289154287168067,2.4846987464350344e-11,2.552504073883633e-11,6.780532744859874e-13
0.1,1.0,2.728742886869451,-1.338977557417198e-11,-1.3755148122719981e-11,-3.653725485480011e-13
0.1,60.33,2.7286970601835487,-8.332042189828648e-12,-8.559398380115755e-12,-2.273561902871073e-13
0.005,30.67,2.7285138967768052,1.5552309393301746e-11,1.597665631636771e-11,4.243469230659626e-13
0.005,30.67,2.727766861815717,-2.030487461452872e-11,-2.0858744255597066e-11,-5.538696410683462e-13
0.1,40.56,2.7273530890167543,-1.9569259169407865e-11,-2.0102981963862404e-11,-5.337227944545398e-13
0.005,30.67,2.7273123411768423,9.743625615128564e-12,1.0009364719008033e-11,2.657391038794693e-13
0.1,10.89,2.7268209967598516,6.5460969046317275e-12,6.724597249495472e-12,1.7850034486374467e-13
0.005,1.0,2.726756417869988,1.970370132508224e-11,2.0240973265521854e-11,5.372719404396138e-13
0.1,10.89,2.7261834254318456,9.695760811069111e-12,9.960085035269994e-12,2.643242242008824e-13
0.005,30.67,2.725869625129711,-1.998594696378188e-11,-2.0530737821362145e-11,-5.44790857580264e-13
0.1,10.89,2.72558650897664,4.242052436001596e-12,4.126431627102222e-12,-1.156208088993744e-13
0.1,20.78,2.725139583741077,-6.258126136547308e-12,-6.428668809094805e-12,-1.7054267254749685e-13
0.1,10.89,2.724928668329648,-2.9457757184230285e-11,-3.026046005479031e-11,-8.027028705600275e-13
0.005,40.56,2.7247681725049415,9.664001843101867e-12,9.927323489512997e-12,2.633216464111306e-13
0.005,40.56,2.724696562134189,-1.3288023802738509e-11,-1.292596547500972e-11,3.620583277287889e-13
0.1,20.78,2.7245577381701165,7.841016515876681e-12,8.054649538111196e-12,2.1363302223451499e-13
0.005,90.0,2.724550499383531,9.664001843101867e-12,9.400701232625201e-12,-2.633006104766656e-13
0.005,40.56,2.7244849597990766,1.6657750519906254e-11,1.7111588427461953e-11,4.5383790755569835e-13
0.005,50.44,2.7241831308362636,-2.425658287105935e-11,-2.4917376609750066e-11,-6.607937386907174e-13
0.005,70.22,2.7240055806442163,-1.1409258740881918e-11,-1.1098469896070157e-11,3.107888448117615e-13
0.005,80.11,2.723481779282799,1.3253389980308795e-12,1.2892436319057793e-12,-3.609536612510022e-14
0.005,80.11,2.7233373176197215,-1.4607098647710392e-11,-1.420929807921577e-11,3.9780056849462284e-13
0.1,1.0,2.723212903501817,-7.791001502662516e-12,-8.003167060895042e-12,-2.121655582325261e-13
0.005,50.44,2.7230157809130775,3.3470093994726537e-12,3.438148993608938e-12,9.113959413628438e-14
0.1,20.78,2.7230145170802578,-3.7444797043698975e-12,-3.846442430309014e-12,-1.0196272593911622e-13
0.1,1.0,2.722883857474886,5.23845269047375e-12,5.3810896731641185e-12,1.426369826903686e-13
0.005,20.78,2.7228159987703204,2.057710556532489e-11,2.1137382287741415e-11,5.602767224165241e-13
0.005,70.22,2.7223316555878037,7.1648333079806436e-12,6.969782782767388e-12,-1.9505052521325585e-13
0.1,80.11,2.722062135479913,5.893686893939303e-12,5.733257074615639e-12,-1.6042981932366394e-13
0.1,50.44,2.7211843811744467,1.05089185452004e-11,1.0794885595282738e-11,2.8596705008233815e-13
0.1,50.44,2.7210575795933303,4.236860142459895e-12,4.3521475465030685e-12,1.1528740404317373e-13
0.005,50.44,2.7197697298203414,2.425617564290719e-11,2.4915887765655035e-11,6.597121227478443e-13
0.1,90.0,2.7189709451172073,-8.432644958695945e-12,-8.203363792364111e-12,2.292811663318337e-13
0.005,60.33,2.7182065648089258,-1.32776179825313e-11,-1.2916704898879884e-11,3.6091308365141627e-13
0.1,80.11,2.7181248078886413,-2.7666868893774498e-11,-2.6914848866806788e-11,7.520200269677103e-13
0.005,50.44,2.717729778970739,-1.2555155533552182e-11,-1.2896370734283622e-11,-3.412152007314402e-13
0.1,10.89,2.717472579585903,-3.5058654874896765e-12,-3.410594554189979e-12,9.527093329969761e-14
0.1,20.78,2.717290750540274,7.91209052414396e-12,8.127085028130897e-12,2.149945039869373e-13
0.005,80.11,2.7172412379634623,-6.9348791207191904e-12,-6.746441725448091e-12,1.8843739527109979e-13
0.1,90.0,2.7170441827244027,-6.830878860794031e-12,-6.6452808640778755e-12,1.8559799671615516e-13
0.005,80.11,2.716987040893619,2.3581443878825957e-12,2.2940739104582654e-12,-6.407047742433028e-14
0.1,60.33,2.7165979367542827,-7.035978329639571e-12,-6.844839087506104e-12,1.9113924213346704e-13
0.005,80.11,2.7165877962551606,-8.570585869997492e-12,-8.33775838018557e-12,2.3282748981192103e-13
0.1,10.89,2.716142041560066,-1.3935739532086204e-11,-1.4314254012319503e-11,-3.7851448023329944e-13
0.1,80.11,2.716022238513165,1.2369193425547869e-11,1.203324338138528e-11,-3.3595004416258846e-13
0.1,70.22,2.716016608322343,-2.120959742048303e-11,-2.0633541231984405e-11,5.760561884986264e-13
0.1,10.89,2.715854201540644,-7.791001502662516e-12,-8.00259374431467e-12,-2.1159224165215465e-13
0.1,90.0,2.715368120698267,-1.1689224651412854e-11,-1.1371819171671586e-11,3.1740547974126777e-13
0.1,1.0,2.7146087015231473,6.907344342339693e-12,7.094851712901013e-12,1.8750737056132013e-13
0.005,30.67,2.714568920531556,-2.2531280143192907e-11,-2.314290727135792e-11,-6.116271281650126e-13
0.005,1.0,2.714223054028373,-3.958334243228582e-12,-4.065772263813792e-12,-1.0743802058520971e-13
0.1,1.0,2.7140200627633764,-1.066764449295004e-11,-1.0957166504712977e-11,-2.8952201176293655e-13
0.005,20.78,2.7139018554469634,-1.2762537966117795e-11,-1.3108900720782389e-11,-3.46362754664594e-13
0.1,20.78,2.7134254409566165,6.698704203499084e-12,6.8804685475712584e-12,1.8176434407217444e-13
0.005,20.78,2.712977492347301,-1.9998141552937933e-11,-2.0540686632156892e-11,-5.425450792189591e-13
0.1,20.78,2.7128328672179456,-2.4190683660361595e-12,-2.3534430843218585e-12,6.562528171430106e-14
0.005,50.44,2.7122618009790758,-5.1324883250122e-12,-5.271694845291216e-12,-1.3920652027901668e-13
0.005,90.0,2.7120403717350716,-2.1703033549685935e-11,-2.1114438517927245e-11,5.885950317586897e-13
0.1,20.78,2.7115912821674826,4.121617185299516e-12,4.233378597580414e-12,1.1176141228089844e-13
0.005,70.22,2.711516951149057,-9.521989558772722e-12,-9.780179919745487e-12,-2.5819036097276563e-13
0.005,1.0,2.7112708547044853,2.7559382259432328e-11,2.8306591758368915e-11,7.472094989365871e-13
0.1,1.0,2.710952055242486,-3.4035055556842678e-12,-3.4957729594963826e-12,-9.226740381211485e-14
0.1,80.11,2.7108859456782155,-1.466895269725858e-11,-1.4271294120210412e-11,3.976585770481684e-13
0.005,30.67,2.710632946515408,4.097431901828823e-12,3.986365562736818e-12,-1.1106633909200497e-13
0.005,30.67,2.7105850385989054,1.700580028953758e-11,1.7466756967879796e-11,4.60956678342215e-13
0.1,90.0,2.710372070653234,1.3620777651499273e-11,1.325160389822726e-11,-3.6917375327201376e-13
0.005,30.67,2.7100448051200328,-1.973667744550772e-11,-2.0271550247322998e-11,-5.348728018152791e-13
0.1,20.78,2.709991397964724,-1.039601123428278e-11,-1.067774224446329e-11,-2.8173101018050966e-13
0.1,1.0,2.7089506691585656,4.0575533086560134e-12,4.167470426162316e-12,1.099171175063026e-13
0.005,70.22,2.7087243810820825,-5.967915276872536e-12,-5.806260900725567e-12,1.6165437614696864e-13
0.005,50.44,2.7081686276319887,-9.65272498574282e-12,-9.914137055518301e-12,-2.614120697754814e-13
0.005,50.44,2.7077392026030713,-9.593886332638084e-12,-9.853663753920103e-12,-2.597774212820195e-13
0.1,90.0,2.707684190743886,1.3418529621417827e-11,1.3055198216228411e-11,-3.6333140518941595e-13
0.1,70.22,2.7074543307219154,1.0462220876263417e-12,1.0745480728467503e-12,2.832598522040862e-14
0.1,1.0,2.7073852135419743,-1.522223607276848e-11,-1.5634360641373066e-11,-4.1212456860458633e-13
0.005,40.56,2.7068510538695376,4.097431901828823e-12,3.986520523212583e-12,-1.1091137861624014e-13
0.1,30.67,2.7068028646170723,4.0575533086560134e-12,4.167383277848079e-12,1.0982996919206577e-13
0.1,50.44,2.706731156885835,-9.31580859264545e-12,-9.567962486338433e-12,-2.521538936929822e-13
0.005,90.0,2.704675615164568,-1.4743036094634724e-12,-1.4344284792448228e-12,3.987513021864961e-14
0.005,70.22,2.704539965702094,3.249909503228514e-11,3.1620144018645487e-11,-8.789510136396555e-13
0.005,70.22,2.703764036043316,-6.616179840389721e-12,-6.4372939493053155e-12,1.7888589108440534e-13
0.1,30.67,2.703340200439811,1.739599813316604e-11,1.7866271143967675e-11,4.702730108016365e-13
0.1,1.0,2.7031295767320658,-4.997317058620827e-12,-5.132401014075484e-12,-1.3508395545465648e-13
0.1,30.67,2.7028885754469987,-1.7835968624215582e-11,-1.8318054982479817e-11,-4.820863582642342e-13
0.1,10.89,2.7028751729329135,-8.068923001686824e-12,-8.287015918222491e-12,-2.1809291653566638e-13
0.1,90.0,2.7025412115793173,-1.8063191147224252e-11,-1.757502596234417e-11,4.881651848800823e-13
0.005,90.0,2.70232637288025,2.953857368452873e-11,2.874034501767904e-11,-7.982286668496852e-13
0.1,10.89,2.7015376442725407,-2.1056826791127447e-11,-2.162568489357902e-11,-5.688581024515737e-13
0.1,30.67,2.7014246496018557,-6.721219198706689e-12,-6.902787870894324e-12,-1.8156867218763483e-13
0.005,80.11,2.7008472426852643,1.2923141405235641e-11,1.2574107096924017e-11,-3.4903430831162453e-13
0.1,90.0,2.700312454941787,3.41922382720412e-12,3.32689410033579e-12,-9.23297268683301e-14
0.1,30.67,2.7000758205932343,1.6362844315286986e-12,1.6804653518205364e-12,4.418092029183785e-14
0.005,30.67,2.6997172537329575,-1.3843569248245582e-11,-1.4217306475772938e-11,-3.7373722752735584e-13
0.005,40.56,2.699456896026635,-2.99650670526269e-11,-3.077396112157804e-11,-8.088940689511421e-13
0.1,70.22,2.6992547426284883,-3.2242389725863732e-12,-3.1372085492051595e-12,8.703042338121373e-14
0.1,80.11,2.6991330154656996,5.05639049378168e-12,4.919911788573149e-12,-1.3647870520853043e-13
0.005,1.0,2.698577911923143,1.3219100956431688e-11,1.3575828694996775e-11,3.5672773856508646e-13
0.1,10.89,2.698209346782305,2.025097780084895e-11,2.0797391576686265e-11,5.46413775837316e-13
0.005,30.67,2.697635669329661,1.0445517914207723e-11,1.072729993130761e-11,2.8178201709988715e-13
0.005,60.33,2.6974048334825373,4.511555524716785e-12,4.633250441505744e-12,1.21694916788959e-13
0.005,30.67,2.6967552847079346,8.04503794025815e-12,8.261992926068821e-12,2.1695498581067005e-13
0.1,30.67,2.6967359436830107,1.9177550085493953e-11,1.969471797176728e-11,5.171678862733274e-13
0.005,90.0,2.696639951118079,1.2628422825440152e-12,1.2968965920547086e-12,3.405430951069337e-14
0.005,10.89,2.6959894812724476,1.700580028953758e-11,1.7464274876549713e-11,4.584745870121327e-13
0.1,50.44,2.6957358846210133,-2.2532605837852243e-12,-2.192518629654105e-12,6.074195413111922e-14
0.005,90.0,2.695411151232586,1.9071374323512717e-12,1.9585426273721987e-12,5.1405195020926996e-14
0.005,10.89,2.6952208723981723,-4.27824938915327e-12,-4.393557659662976e-12,-1.1530827050970624e-13
0.005,50.44,2.695102307602863,5.536001614320871e-12,5.685202521577365e-12,1.4920090725649355e-13
0.005,80.11,2.6947149048883694,8.828440837306014e-12,8.590539526193877e-12,-2.379013111121367e-13
0.005,90.0,2.6945916390252607,-1.9998141552937933e-11,-1.945927330269203e-11,5.38868250245902e-13
0.1,80.11,2.694494899389139,-3.530405989374142e-12,-3.6255325986855568e-12,-9.512660931141491e-14
0.1,80.11,2.694302809595145,-8.860864964815549e-12,-8.622126431114091e-12,2.387385337014572e-13
0.005,20.78,2.6929471477222107,1.589030149428838e-11,1.631821891514328e-11,4.279174208548988e-13
0.1,80.11,2.6926116700400056,-6.5564313243963126e-12,-6.732970559375166e-12,-1.765392349788536e-13
0.005,90.0,2.692459682762341,-9.22286391218332e-12,-8.974542019751747e-12,2.4832189243157344e-13
0.1,20.78,2.6919866479334376,-1.9569259169407865e-11,-2.0096061013347814e-11,-5.268018439399496e-13
0.1,10.89,2.6917689348053506,-2.4785376879113056e-11,-2.545254195431945e-11,-6.671650752063931e-13
0.1,1.0,2.6915330234058463,8.814177237218648e-12,9.05141372829991e-12,2.37236491081261e-13
0.1,50.44,2.6906965696445537,1.775442440383792e-11,1.8232142092232122e-11,4.777176883942024e-13
0.005,10.89,2.6906685562941304,1.532922160430445e-11,1.5741680149936117e-11,4.1245854563166647e-13
0.1,70.22,2.6906493286034188,1.1165665291509217e-12,1.1466094189709315e-12,3.0042889820009773e-14
0.005,20.78,2.690612504043675,1.6657750519906254e-11,1.7105946038287252e-11,4.4819551838099797e-13
0.005,60.33,2.6904911949829877,2.1912585961364022e-12,2.25021421572476e-12,5.895561958835773e-14
0.005,20.78,2.6901260134690603,1.1890757273529887e-11,1.221063362814358e-11,3.198763546136919e-13
0.005,50.44,2.6899907770488753,4.171208615910632e-12,4.283413742970096e-12,1.1220512705946404e-13
0.005,30.67,2.689282457240396,-2.0762250716593316e-11,-2.1320606282842928e-11,-5.583555662496125e-13
0.005,90.0,2.6892689913686354,2.6521365816786347e-11,2.580813494978807e-11,-7.132308669982763e-13
0.1,20.78,2.689237260746503,3.835671229431436e-12,3.7325209295298325e-12,-1.0315029990160367e-13
0.005,80.11,2.689205384131328,1.5009844931849558e-11,1.4606199373792497e-11,-4.0364555805706153e-13
0.005,70.22,2.689132044761031,-2.0213257420100887e-11,-1.9669696237526917e-11,5.435611825739699e-13
0.005,20.78,2.6879618843849413,7.490325153000448e-12,7.288988067871297e-12,-2.0133708512915008e-13
0.005,1.0,2.6875653942816213,-2.3320699526792196e-12,-2.394745857697866e-12,-6.267590501864649e-14
0.1,30.67,2.6875503086335635,-3.1051119275466247e-12,-3.021660482354428e-12,8.345144519219691e-14
0.005,10.89,2.687393403087048,6.9514657056267915e-12,7.1382789364176644e-12,1.868132307908729e-13
0.005,50.44,2.6873681072150433,4.812809118534346e-12,4.942147015846976e-12,1.2933789731262947e-13
0.1,50.44,2.6871423112208643,1.181523537422423e-11,1.2132727563135344e-11,3.1749218891111413e-13
0.1,1.0,2.6869741540991194,-1.0178410776340886e-11,-1.0451902043199205e-11,-2.7349126685831913e-13
0.005,30.67,2.6869066799911376,1.7364130455888075e-11,1.7830688437029708e-11,4.665579811416323e-13
0.1,30.67,2.6866419032837054,1.2624409454102882e-11,1.296358212853892e-11,3.391726744360377e-13
0.005,40.56,2.686603782134208,-1.9018520595907506e-11,-1.952947288954313e-11,-5.109522936356244e-13
0.1,20.78,2.686303554071093,-8.068923001686824e-12,-8.285678767056398e-12,-2.167557653695731e-13
0.1,90.0,2.6857433976881784,9.094961222698559e-12,8.850693902137632e-12,-2.4426732056092656e-13
0.1,80.11,2.68569117836577,-1.6366633420976695e-11,-1.592707619099406e-11,4.395572299826349e-13
0.005,80.11,2.6855253495894,7.475682404863607e-12,7.2749210588262006e-12,-2.0076134603740664e-13
0.1,10.89,2.684728153186162,1.5382791809682717e-11,1.5795777952143284e-11,4.1298614246056703e-13
0.005,70.22,2.6842913179636416,6.542397036773442e-12,6.718014032418262e-12,1.7561699564482006e-13
0.005,1.0,2.683597291035896,-1.1423368590950342e-11,-1.1729925801002131e-11,-3.065572100517888e-13
0.005,1.0,2.6832373098886153,1.700580028953758e-11,1.74621062677516e-11,4.563059782140186e-13
0.1,30.67,2.6829628166831503,-1.7264021267404727e-11,-1.7727208538673467e-11,-4.631872712687399e-13
0.1,20.78,2.6826409553122446,-5.3326129947578975e-12,-5.475667854943576e-12,-1.4305486018567816e-13
0.1,10.89,2.681890633539624,-1.066764449295004e-11,-1.0953739051425773e-11,-2.8609455847573265e-13
0.005,50.44,2.6813567930333817,2.264183633461513e-11,2.3248944751240833e-11,6.071084166257032e-13
0.005,40.56,2.6813501857304707,-1.5852344848304e-11,-1.6277401726336633e-11,-4.25056878032634e-13
0.1,20.78,2.6811324082212393,-6.314872896653346e-12,-6.484183000423498e-12,-1.6931010377015218e-13
0.1,50.44,2.6810086249748957,3.647355383045685e-12,3.5495694706427444e-12,-9.778591240294097e-14
0.005,70.22,2.6808809789126773,-3.619972537287704e-12,-3.5229253820936953e-12,9.704715519400868e-14
0.005,20.78,2.680751539843619,-1.0369704453911556e-11,-1.009171844208609e-11,2.7798601182546635e-13
0.005,10.89,2.6806888451996147,1.9115954931018312e-11,1.9628394202507506e-11,5.124392714891936e-13
0.1,90.0,2.6801670328830505,-2.4785376879113056e-11,-2.412108737902325e-11,6.642895000898059e-13
0.1,50.44,2.680143938529311,-4.979192022114936e-12,-5.1126415352833846e-12,-1.334495131684485e-13
0.1,60.33,2.6800943544181424,-4.193036673070485e-12,-4.305414012224129e-12,-1.1237733915364436e-13
0.1,40.56,2.6796425828019115,-1.3834428878515832e-11,-1.4205142125831987e-11,-3.7071324731615515e-13
0.1,20.78,2.6794674690747597,6.3733024760658114e-12,6.544073042617731e-12,1.707705665519196e-13
0.005,90.0,2.6791608749249636,7.475682404863607e-12,7.275396846738852e-12,-2.002855581247554e-13
0.005,20.78,2.679040222633284,-1.494749215243474e-11,-1.534794147947342e-11,-4.004493270386803e-13
0.005,20.78,2.678252175730878,-8.090439610177208e-12,-8.307121985062972e-12,-2.1668237488576385e-13
0.005,50.44,2.6778934773803886,5.321919625469541e-12,5.464434963991417e-12,1.4251533852187564e-13
0.005,80.11,2.677735371489399,-1.4857355785042616e-11,-1.4459515113918503e-11,3.978406711241126e-13
0.1,90.0,2.676566927011374,1.5394058862708916e-11,1.4982026574464986e-11,-4.1203228824393013e-13
0.1,90.0,2.6763581343259366,-1.5888450195198045e-11,-1.5463218365980537e-11,4.25231829217508e-13
0.1,1.0,2.6758677033613236,-7.920157395351751e-12,-8.132090329149352e-12,-2.1193293379760094e-13
0.1,40.56,2.6758448170744518,-1.0307069129776192e-12,-1.0031267954674795e-12,2.7580117510139704e-14
0.005,80.11,2.675409922023391,-5.9032744340763405e-12,-6.061211224009889e-12,-1.579367899335486e-13
0.1,30.67,2.6744395793867417,-1.522223607276848e-11,-1.5629345579166286e-11,-4.071095063978062e-13
0.005,90.0,2.67441811574613,-1.3523319887055372e-11,-1.3161649770145664e-11,3.61670116909708e-13
0.1,30.67,2.674066945756751,4.734566224807597e-12,4.607960754365054e-12,-1.2660547044254322e-13
0.005,30.67,2.673914117015903,-9.077584548375967e-12,-9.320311363099047e-12,-2.427268147230793e-13
0.005,80.11,2.6735272267539227,2.1199165859402284e-11,2.0632400388306442e-11,-5.667654710958422e-13
0.1,20.78,2.6733223207963834,6.907344342339693e-12,7.091999920417726e-12,1.8465557807803318e-13
0.005,50.44,2.6724065990812793,1.2092883687578328e-11,1.2416054709264395e-11,3.231710216860668e-13
0.005,50.44,2.6720443080827976,9.616392227478405e-12,9.873346488635658e-12,2.569542611572533e-13
0.1,60.33,2.6718476267186904,3.958524986903995e-12,4.064290742819656e-12,1.0576575591566074e-13
0.005,10.89,2.6704048635633657,-7.77135044441016e-12,-7.563823924178077e-12,2.0752652023208212e-13
0.005,10.89,2.6702434159666866,3.2535778734072047e-12,3.1666994244592e-12,-8.687844894800483e-14
0.1,70.22,2.6697387286244645,-1.5646952597412945e-11,-1.52292198440703e-11,4.17732753342645e-13
0.005,60.33,2.6692311671455555,5.457457846849068e-12,5.603130012630994e-12,1.4567216578192608e-13
0.1,60.33,2.6688807261613032,3.6788033506854e-12,3.5806204771055814e-12,-9.818287357981887e-14
0.005,90.0,2.6681576573171166,1.5986516917504674e-11,1.5559971442231976e-11,-4.265454752726972e-13
0.005,70.22,2.667822667225768,-1.2740319901043393e-11,-1.3080209043240504e-11,-3.3988914219711117e-13
0.005,40.56,2.6669360434335188,2.3563316933760565e-11,2.41917355260955e-11,6.284185923349343e-13
0.1,80.11,2.666361338309924,2.0787663829720692e-11,2.0233389598227183e-11,-5.542742314935086e-13
0.005,60.33,2.666352358978121,2.7238635409734187e-12,2.7964913407535084e-12,7.262779978008972e-14
0.005,90.0,2.6661861074682527,-1.7936970856169015e-11,-1.7458737831101208e-11,4.782330250678076e-13
0.1,20.78,2.665937044338496,1.5698166235306155e-11,1.611666946425502e-11,4.1850322894886465e-13
0.1,20.78,2.66523940806122,-6.270839926432593e-12,-6.4379728233683114e-12,-1.6713289693571868e-13
0.1,70.22,2.664917170327602,-5.597423923807183e-12,-5.746590635048746e-12,-1.4916671124156262e-13
0.005,1.0,2.6648514622405552,-1.378623683093418e-11,-1.4153619564711276e-11,-3.673827337770955e-13
0.005,60.33,2.6648303112217,-3.619972537287704e-12,-3.716438662719248e-12,-9.6466125431544e-14
0.005,50.44,2.6647302070659795,-3.775356134258189e-12,-3.8759591895920855e-12,-1.006030553338964e-13
0.1,20.78,2.664659738860344,1.014185624919959e-11,1.0412102209445103e-11,2.7024596024551326e-13
0.1,80.11,2.66459189815136,-6.721219198706689e-12,-6.542126136480957e-12,1.7909306222573222e-13
0.005,50.44,2.6645712787640927,8.084735155994553e-12,7.869311625063779e-12,-2.1542353093077424e-13
0.005,50.44,2.6641969916252406,-1.8484025166774353e-11,-1.8976476009198807e-11,-4.924508424244546e-13
0.1,40.56,2.66410191778851,-3.287125208899364e-12,-3.3746975746297615e-12,-8.757236573039752e-14
0.1,80.11,2.6630969857740707,6.5709371764899626e-12,6.3959467466057506e-12,-1.74990429884212e-13
0.1,20.78,2.662967900855326,1.1859606375642698e-11,1.2175423886593855e-11,3.1581751095115675e-13
0.1,40.56,2.662843493786066,-1.3935739532086204e-11,-1.4306826465527334e-11,-3.710869334411302e-13
0.1,20.78,2.66263512683883,-1.7264021267404727e-11,-1.772369916197557e-11,-4.596778945708444e-13
