length_scale,satellite_range,error,true_mean,estimate,num_error
0.005,1.0,6.346965577318404,7.900000155731843e-12,8.401410446224243e-12,5.014102904924003e-13
0.005,70.22,6.344885956393368,-1.382023866890146e-11,-1.2943360286458285e-11,8.768783824431744e-13
0.1,80.11,6.344003407046727,-8.17856341227586e-12,-7.659715070753602e-12,5.188483415222576e-13
0.1,70.22,6.343869062800944,-4.204039006932128e-12,-4.47073773688098e-12,-2.666987299488513e-13
0.005,70.22,6.343756351280933,-2.294537321415417e-12,-2.148977464355615e-12,1.455598570598019e-13
0.005,90.0,6.343648135479421,9.030490936868363e-12,8.457628366927075e-12,-5.72862569941288e-13
0.1,50.44,6.341482159399281,2.1725908503570373e-12,2.0348163891849046e-12,-1.3777446117213266e-13
0.005,40.56,6.341437139677128,-1.0176899638660251e-11,-1.082226133201392e-11,-6.453616933536686e-13
0.005,10.89,6.340917391254609,1.5542636882750172e-11,1.652818264790803e-11,9.855457651578589e-13
0.1,80.11,6.340776961893335,1.6404785592061014e-12,1.7444976457530416e-12,1.0401908654694018e-13
0.005,80.11,6.3399681757451125,6.069870162725715e-12,5.6850423260998565e-12,-3.8482783662585836e-13
0.005,90.0,6.335202688512148,-9.702148418626277e-12,-1.0316799186086528e-11,-6.146507674602508e-13
0.1,1.0,6.334466461802851,9.555113587151125e-13,8.94984812158587e-13,-6.052654655652554e-14
0.005,50.44,6.332565628707574,9.803492639498541e-12,1.0424305244800302e-11,6.208126053017616e-13
0.1,10.89,6.331508508061971,5.858493181968012e-12,6.229424176228547e-12,3.709309942605351e-13
0.005,30.67,6.330911925760398,-1.2063630503743338e-12,-1.2827368325984494e-12,-7.63737822241156e-14
0.1,10.89,6.3308673705732375,-3.3258215239191182e-12,-3.5363748735804153e-12,-2.1055334966129707e-13
0.1,90.0,6.33060901389532,-3.873250599564903e-12,-3.628050247978093e-12,2.452003515868103e-13
0.1,10.89,6.32786070005392,3.797528881572856e-12,4.037831219243102e-12,2.4030233767024596e-13
0.1,90.0,6.326966229090425,5.8294854124412256e-12,5.4606558390663165e-12,-3.688295733749091e-13
0.005,10.89,6.32501322490203,5.2881580219621865e-12,5.622634716205012e-12,3.344766942428259e-13
0.005,1.0,6.323615998134131,7.143922302976749e-12,7.595676516622059e-12,4.517542136453099e-13
0.005,10.89,6.323366567330172,-6.242730435642904e-12,-6.637481164898893e-12,-3.9475072925598857e-13
0.1,70.22,6.320918862786112,-2.5285132776562926e-12,-2.6883385503717206e-12,-1.5982527271542796e-13
0.005,70.22,6.318173743079465,-1.5698516937146385e-11,-1.470665736197072e-11,9.918595751756655e-13
0.005,60.33,6.312818593438418,2.7581250069063616e-12,2.932240435172621e-12,1.7411542826625942e-13
0.005,20.78,6.312779488627497,6.495912463163288e-12,6.085839833589519e-12,-4.1007262957376917e-13
0.1,60.33,6.310868089379825,1.1165665291509217e-12,1.1870315699358031e-12,7.04650407848814e-14
0.1,60.33,6.308478649834985,5.458719741481069e-13,5.803081910926729e-13,3.443621694456607e-14
0.1,30.67,6.307455907835043,-4.865124902341628e-12,-5.171990510417929e-12,-3.0686560807630087e-13
0.1,80.11,6.305606775014212,-3.3986366159882786e-12,-3.184331955272408e-12,2.1430466071587065e-13
0.005,10.89,6.303930840095679,5.495619496674729e-12,5.842059548979918e-12,3.464400523051891e-13
0.005,70.22,6.302182020147107,-7.504489280919168e-12,-7.031542706753213e-12,4.729465741659547e-13
0.005,10.89,6.295004018596075,4.5401902339792746e-12,4.254385076298373e-12,-2.858051576809019e-13
0.1,10.89,6.29406093628496,-4.830657173308967e-12,-5.134701679420054e-12,-3.0404450611108693e-13
0.1,70.22,6.293844816736328,-6.097307379013797e-12,-5.7135523145792555e-12,3.8375506443454155e-13
0.1,80.11,6.2933163520405495,-7.351081773899343e-12,-6.8884549425706634e-12,4.626268313286799e-13
0.1,70.22,6.291313160314464,3.3049023095117926e-12,3.0969805555779405e-12,-2.0792175393385207e-13
0.1,50.44,6.291191586685208,-6.5564313243963126e-12,-6.968908980263527e-12,-4.1247765586721443e-13
0.1,70.22,6.290312618854341,4.524906078031434e-12,4.240275340013715e-12,-2.846307380177183e-13
0.005,20.78,6.2899106941278236,5.514951944660453e-12,5.8618374968036616e-12,3.468855521432082e-13
0.1,10.89,6.288618424890488,3.736742086564376e-12,3.9717315379107e-12,2.3498945134632457e-13
0.1,80.11,6.287744568191481,-9.83823191694559e-12,-9.219629023981763e-12,6.186028929638271e-13
0.005,90.0,6.285611774316771,9.292242442996544e-12,8.708168157901493e-12,-5.840742850950511e-13
0.1,30.67,6.283210365835165,-1.1944889828285305e-11,-1.2695412384163718e-11,-7.505225558784125e-13
0.1,60.33,6.282573466286634,2.5153247286666284e-12,2.3572976046724726e-12,-1.580271239941559e-13
0.1,1.0,6.281533654788771,-3.112230356752154e-12,-3.307726154026093e-12,-1.9549579727393917e-13
0.1,90.0,6.279898609717045,-3.790605852606233e-12,-3.552559648368561e-12,2.3804620423767173e-13
0.005,90.0,6.277876302121846,-4.639819439375407e-12,-4.931101564421198e-12,-2.9128212504579136e-13
0.005,30.67,6.27743201244892,1.5542636882750172e-11,1.6518315346006624e-11,9.756784632564523e-13
0.005,40.56,6.277236949785236,5.699518127451151e-12,6.057290385307222e-12,3.577722578560712e-13
0.005,90.0,6.277201021457098,-6.625575422559294e-12,-6.209674734456991e-12,4.1590068810230246e-13
0.005,30.67,6.2745724945812364,6.495912463163288e-12,6.08832172647757e-12,-4.0759073668571814e-13
0.005,30.67,6.2721723483840615,5.699518127451151e-12,6.057001727432279e-12,3.574835999811282e-13
0.1,20.78,6.271827270046471,8.98647088250696e-12,9.550086813930817e-12,5.636159314238572e-13
0.005,10.89,6.271576631723291,5.3312135492547784e-12,4.99686240611245e-12,-3.3435114314232854e-13
0.005,30.67,6.27055098772542,-2.8566729530314157e-12,-3.035802087103812e-12,-1.7912913407239636e-13
0.005,10.89,6.268595931310056,5.699518127451151e-12,6.056797888892833e-12,3.572797614416819e-13
0.005,90.0,6.267594954382205,-7.1044025184548326e-12,-6.659127344669155e-12,4.452751737856774e-13
0.005,70.22,6.266454379416139,-4.466035855132394e-12,-4.186173755702155e-12,2.7986209943023894e-13
0.005,40.56,6.264785642311308,2.626281038203697e-12,2.4617501607955675e-12,-1.6453087740812957e-13
0.005,50.44,6.264647745112828,-1.3212888822694934e-11,-1.4040629764390157e-11,-8.27740941695223e-13
0.1,70.22,6.264607971750542,-2.5364118669587583e-12,-2.377515606944833e-12,1.5889626001392515e-13
0.005,10.89,6.259915997000325,8.158072646621626e-12,8.668761141274401e-12,5.10688494652775e-13
0.1,80.11,6.259904777475331,5.302393690607224e-12,5.634318486566096e-12,3.3192479595887213e-13
0.1,20.78,6.257334092887102,2.3307882651507728e-12,2.476633473899064e-12,1.4584520874829112e-13
0.1,10.89,6.255445632488322,8.98647088250696e-12,9.548614682841576e-12,5.621438003346164e-13
0.1,30.67,6.255047402010927,3.736742086564376e-12,3.9704770753698695e-12,2.3373498880549387e-13
0.005,20.78,6.253800663147441,1.5542636882750172e-11,1.65146424111942e-11,9.72005528444029e-13
0.005,70.22,6.250003840468214,6.9696812233264195e-12,6.534075879200126e-12,-4.356053441262932e-13
0.1,90.0,6.249849908958565,5.302393690607224e-12,5.633785337852264e-12,3.3139164724504024e-13
0.1,1.0,6.249003432080564,6.730616377022923e-12,7.151212825423262e-12,4.2059644840033894e-13
0.005,30.67,6.24796620047355,-7.275681924870265e-12,-7.730264072390123e-12,-4.5458214751985756e-13
0.005,90.0,6.245120719202052,-5.972823249246102e-12,-5.599813226986116e-12,3.730100222599855e-13
0.1,40.56,6.240500035690082,-5.714958529927626e-12,-6.0716005190274325e-12,-3.566419890998068e-13
0.005,10.89,6.236285676455598,7.143922302976749e-12,7.589437706294405e-12,4.455154033176559e-13
0.1,70.22,6.234940695753235,2.9364446448221537e-12,3.1195302269904367e-12,1.8308558216828302e-13
0.005,30.67,6.233798104332239,-8.871454045483229e-12,-9.424482579597268e-12,-5.530285341140392e-13
0.1,50.44,6.233685767649601,-9.367441960083898e-12,-9.951378856342485e-12,-5.839368962585868e-13
0.005,10.89,6.231577295016967,-1.5293989654238367e-11,-1.624704644103413e-11,-9.53056786795762e-13
0.005,20.78,6.230290394444025,7.900000155731843e-12,8.392193106595467e-12,4.92192950863624e-13
0.1,40.56,6.229084272513064,-9.367441960083898e-12,-9.950947813956273e-12,-5.835058538723756e-13
0.1,80.11,6.227699194238148,-3.5057833257457113e-12,-3.2874536858165103e-12,2.1832963992920099e-13
0.1,10.89,6.2269078722468825,-2.409496817012425e-12,-2.25945967003234e-12,1.5003714698008476e-13
0.005,10.89,6.2267068434696276,-8.778284500127991e-12,-9.324882541836694e-12,-5.465980417087032e-13
0.005,30.67,6.225203372606915,8.158072646621626e-12,8.665929260158838e-12,5.078566135372117e-13
0.1,10.89,6.224380993879754,-2.7392491242563614e-12,-2.909750426121592e-12,-1.7050130186523056e-13
0.1,90.0,6.2241456051634865,-3.5057833257457113e-12,-3.2875782669497553e-12,2.1820505879595601e-13
0.005,80.11,6.223419269891184,-2.7605582756718257e-12,-2.5887571599870895e-12,1.718011156847362e-13
0.1,80.11,6.222686091916799,-3.873250599564903e-12,-3.632230373200694e-12,2.410202263642093e-13
0.1,70.22,6.220236055204762,7.711694990764171e-12,8.191380623047103e-12,4.796856322829326e-13
0.005,60.33,6.215082667600122,-6.851240984239003e-12,-7.277051275165957e-12,-4.258102909269543e-13
0.005,1.0,6.2149773392431635,-9.755136697464203e-12,-1.0361416232623797e-11,-6.062795351595941e-13
0.005,30.67,6.214874866642014,1.3955209382126784e-11,1.482250818260385e-11,8.672988004770658e-13
0.005,50.44,6.213845840426526,-8.271401335980349e-12,-7.75742920811955e-12,5.13972127860799e-13
0.1,1.0,6.212503051718324,3.736742086564376e-12,3.9688873027270304e-12,2.321452161626548e-13
0.005,1.0,6.210826623160873,1.5542636882750172e-11,1.650796311220524e-11,9.653262294550689e-13
0.005,70.22,6.210040854512319,4.477953630286982e-12,4.199870880400043e-12,-2.7808274988693913e-13
0.005,20.78,6.201780160722373,8.158072646621626e-12,8.664018377517125e-12,5.059457308954986e-13
0.005,1.0,6.200539345885804,-3.0537060408135006e-12,-2.864359796245168e-12,1.893462445683327e-13
0.005,20.78,6.194595632458484,1.3955209382126784e-11,1.4819678173012446e-11,8.644687908856623e-13
0.005,10.89,6.19241430543851,5.79085948753313e-12,6.149453498846975e-12,3.585940113138447e-13
0.1,80.11,6.18962431550427,6.8217532220103555e-12,6.3995123258371066e-12,-4.2224089617324897e-13
0.005,40.56,6.188717219503822,-1.3212888822694934e-11,-1.403059714845895e-11,-8.177083257640172e-13
0.005,10.89,6.187999874565956,6.495912463163288e-12,6.093945408090829e-12,-4.019670550724586e-13
0.1,80.11,6.187424855329616,-1.6303074105468988e-12,-1.5294333646084394e-12,1.0087404593845945e-13
0.005,10.89,6.1872417314322075,-1.2752996816126577e-11,-1.3542055557142181e-11,-7.890587410156044e-13
0.1,70.22,6.186770867406834,-1.512097215430746e-12,-1.4185472254196066e-12,9.354999001113933e-14
0.1,50.44,6.1841641607564615,-1.1944889828285305e-11,-1.2683581424087969e-11,-7.386915958026639e-13
0.1,70.22,6.18115279848243,-2.8096582092882004e-12,-2.6359889422569915e-12,1.7366926703120895e-13
0.005,30.67,6.179048865243802,1.4338429504308056e-12,1.3452450938728326e-12,-8.859785655797293e-14
0.005,20.78,6.178831229640378,5.79085948753313e-12,6.14866692201342e-12,3.5780743448028973e-13
0.005,30.67,6.178417928140424,-8.778284500127991e-12,-9.32064360346707e-12,-5.423591033390797e-13
0.005,1.0,6.17732694845335,5.545424033321825e-12,5.202865060105427e-12,-3.425589732163978e-13
0.1,20.78,6.177203669462382,3.736742086564376e-12,3.967568255853975e-12,2.308261692895998e-13
0.005,80.11,6.1762241934695945,-9.702148418626277e-12,-1.0301374856543801e-11,-5.992264379175239e-13
0.005,60.33,6.175252528231854,5.484194467431325e-12,5.82285732493453e-12,3.386628575032044e-13
0.005,10.89,6.1745639848029,1.0950349176592847e-11,1.162648549306091e-11,6.761363164680628e-13
0.005,70.22,6.17255503746532,6.385955652852456e-12,5.991779025512011e-12,-3.9417662734044566e-13
0.005,1.0,6.172203668380587,1.0950349176592847e-11,1.1626227030170994e-11,6.758778535781472e-13
0.005,50.44,6.171414164895072,4.456406967276012e-12,4.731430298099855e-12,2.7502333082384273e-13
0.1,70.22,6.1695425915832836,-4.830657173308967e-12,-5.128686625069637e-12,-2.9802945176066987e-13
0.1,20.78,6.1668603299050355,1.3780718308745384e-12,1.2930880658187405e-12,-8.498376505579792e-14
0.1,10.89,6.166304364951497,-1.1944889828285305e-11,-1.268144809115551e-11,-7.365582628702042e-13
0.1,20.78,6.164368462839673,-4.865124902341628e-12,-5.165029127499335e-12,-2.9990422515770673e-13
0.1,30.67,6.162589409771303,1.5509049174038389e-12,1.6464808195993902e-12,9.557590219555135e-14
0.1,1.0,6.161323390925168,-2.288614376076204e-13,-2.1476054431949446e-13,1.4100893288125925e-14
0.1,60.33,6.160892855117506,-3.5058654874896765e-12,-3.2898728711608945e-12,2.1599261632878203e-13
0.1,50.44,6.160360971381073,1.1165665291509217e-12,1.1853510578322394e-12,6.878452868131766e-14
0.005,60.33,6.159768841509718,3.1533548862052605e-12,2.9591155144625646e-12,-1.9423937174269586e-13
0.005,20.78,6.159140635798827,5.699518127451151e-12,6.050559464483715e-12,3.5104133703256425e-13
0.1,90.0,6.152241111712557,5.375651451274686e-12,5.044928412666992e-12,-3.3072303860769396e-13
0.005,50.44,6.150289221063288,-9.13148528964811e-12,-9.693098045140318e-12,-5.616127554922075e-13
0.1,40.56,6.148814807749719,-2.5285132776562926e-12,-2.6839868764887405e-12,-1.554735988324479e-13
0.005,1.0,6.148091025406918,5.699518127451151e-12,6.049929689936416e-12,3.5041156248526465e-13
0.005,60.33,6.147834545784303,-8.474749775675361e-12,-8.995763370053109e-12,-5.210135943777476e-13
0.1,90.0,6.147402622924225,-1.0409173668547611e-11,-9.769279853422578e-12,6.398938151250336e-13
0.1,90.0,6.146720890159874,-3.798377415941901e-12,-4.0318530740547165e-12,-2.3347565811281563e-13
0.1,60.33,6.145957947985932,-1.512097215430746e-12,-1.419164356437706e-12,9.293285899303988e-14
0.1,70.22,6.140688181314132,-3.124847068832499e-12,-2.9329599541925605e-12,1.918871146399383e-13
0.005,20.78,6.140435762277739,5.232583849524592e-12,5.5538872995119694e-12,3.2130344998737724e-13
0.1,90.0,6.136961836662122,-6.070413479108329e-12,-5.697874520567858e-12,3.7253895854047155e-13
0.1,20.78,6.1358973365128495,2.0505726709411137e-12,1.9247516370415775e-12,-1.258210338995362e-13
0.1,70.22,6.133908931135597,-7.351081773899343e-12,-6.9001731124350504e-12,4.509086614642929e-13
0.005,30.67,6.132751631618437,-6.16583390614983e-12,-6.543969185632116e-12,-3.781352794822865e-13
0.005,20.78,6.13194998793418,5.3312135492547784e-12,5.004306200664505e-12,-3.2690734859027376e-13
0.005,90.0,6.131785805853443,6.495912463163288e-12,6.097597024786377e-12,-3.9831543837691127e-13
0.1,40.56,6.130500060802899,-2.9901888175594417e-12,-2.8068752902808386e-12,1.8331352727860306e-13
0.1,40.56,6.1296284006281265,-6.5564313243963126e-12,-6.958316200924188e-12,-4.018848765278752e-13
0.1,90.0,6.127751567413629,1.6404785592061014e-12,1.7410030098309378e-12,1.005244506248364e-13
0.005,70.22,6.127678721057322,-6.170952816179197e-12,-5.792816653575697e-12,3.781361626035002e-13
0.005,60.33,6.127548377977168,5.594802669304858e-12,5.251978429090845e-12,-3.428242402140131e-13
0.1,30.67,6.126766883344868,2.0505726709411137e-12,1.9249388636189732e-12,-1.256338073221405e-13
0.1,20.78,6.125018874087235,-1.1944889828285305e-11,-1.2676516584756707e-11,-7.316267564714014e-13
0.005,40.56,6.123946799693729,8.25385362346785e-12,8.759315228293614e-12,5.054616048257643e-13
0.1,10.89,6.123468768857624,-4.865124902341628e-12,-5.163039306302433e-12,-2.979144039608045e-13
0.005,70.22,6.12030432996436,-7.643280707102148e-12,-7.1754886670340445e-12,4.677920400681033e-13
0.005,1.0,6.119790866494304,-6.242730435642904e-12,-6.624772482663239e-12,-3.820420470203345e-13
0.005,1.0,6.116404315755143,-9.521989558772722e-12,-1.010439293909125e-11,-5.82403380318529e-13
0.1,1.0,6.116145779353655,-1.1944889828285305e-11,-1.2675456703366421e-11,-7.305668750811158e-13
0.1,20.78,6.114914623186896,1.0417881771363649e-12,9.780837195500211e-13,-6.370445758634377e-14
0.005,60.33,6.114348165573141,-6.751302175449614e-12,-6.338504054732711e-12,4.1279812071690296e-13
0.005,20.78,6.113169523026118,2.4930605717439237e-12,2.3406555526814935e-12,-1.5240501906243022e-13
0.1,1.0,6.111914475143877,8.98647088250696e-12,9.535716297179493e-12,5.492454146725326e-13
0.1,90.0,6.111880067699397,4.094910949095014e-12,3.844634903007235e-12,-2.5027604608777837e-13
0.1,60.33,6.1115495234697805,4.242052436001596e-12,3.982797300563802e-12,-2.5925513543779377e-13
0.1,40.56,6.1113500896367166,3.736742086564376e-12,3.9651074774211205e-12,2.283653908567449e-13
0.005,50.44,6.109277463736988,-5.53993025250657e-12,-5.2014805420834385e-12,3.384497104231315e-13
0.1,50.44,6.108311154505524,3.835671229431436e-12,3.6013764958739166e-12,-2.342947335575196e-13
0.1,40.56,6.107652442867464,-3.374012847317059e-12,-3.5800858254088816e-12,-2.0607297809182246e-13
0.005,1.0,6.107238712520508,-8.778284500127991e-12,-9.314395289414995e-12,-5.36110789287004e-13
0.005,10.89,6.107189214544933,3.3470093994726537e-12,3.5514175965270528e-12,2.0440819705439904e-13
0.1,90.0,6.105495774932814,8.639244880046281e-12,8.111776148908956e-12,-5.274687311373252e-13
0.005,40.56,6.105346528196407,1.5542636882750172e-11,1.6491568724061334e-11,9.489318413111619e-13
0.005,40.56,6.104235395822715,5.232583849524592e-12,5.551993084983375e-12,3.194092354587829e-13
0.1,60.33,6.103363360956129,5.858493181968012e-12,6.21605830834036e-12,3.5756512637234845e-13
0.005,60.33,6.09770346253715,-3.67298956264737e-12,-3.896957574387547e-12,-2.2396801174017682e-13
0.1,90.0,6.097255594829744,3.2001704373148407e-12,3.005047866281574e-12,-1.9512257103326663e-13
0.005,90.0,6.095842520842968,9.390266121577893e-12,8.817850286518436e-12,-5.72415835059457e-13
0.005,20.78,6.094141369768627,-5.166670644060185e-12,-5.4815348572195475e-12,-3.1486421315936285e-13
0.005,10.89,6.093968410654875,-9.755136697464203e-12,-1.0349611646223873e-11,-5.944749487596698e-13
0.005,30.67,6.087881365869813,5.3312135492547784e-12,5.00665559301497e-12,-3.245579562398083e-13
0.005,40.56,6.086723430285471,2.7238635409734187e-12,2.8896575813308513e-12,1.6579404035743257e-13
0.1,1.0,6.08651308752814,-4.830657173308967e-12,-5.1246757543760345e-12,-2.9401858106706725e-13
0.1,90.0,6.083668270020122,-2.047843718052353e-12,-2.1724277365471043e-12,-1.2458401849475133e-13
0.1,80.11,6.081960162921519,-7.550346027897195e-12,-7.09113699031776e-12,4.592090375794347e-13
0.005,40.56,6.081392987758735,-3.67298956264737e-12,-3.8963584923513175e-12,-2.233689297039474e-13
0.005,70.22,6.080032278399519,1.1849418303519618e-11,1.2569866761176191e-11,7.204484576565733e-13
0.005,40.56,6.07802436933153,8.74105581286271e-12,9.272339315305375e-12,5.312835024426657e-13
0.005,80.11,6.07725649245613,-3.773486791617957e-12,-3.54416232058238e-12,2.293244710355768e-13
0.005,10.89,6.076305328584566,-2.28202882425741e-12,-2.420691863305599e-12,-1.3866303904818875e-13
0.1,60.33,6.074736417884257,-3.822225451765552e-12,-4.054415573257595e-12,-2.3219012149204306e-13
0.1,10.89,6.07453472892633,6.730393474674404e-12,7.139233563686892e-12,4.088400890124882e-13
0.1,50.44,6.0739897855552405,4.54624886764545e-12,4.270110175798745e-12,-2.761386918467054e-13
0.005,60.33,6.073762542044229,-1.2170730046730443e-12,-1.1431508804058807e-12,7.392212426716358e-14
0.005,30.67,6.073757111633865,5.798716832837921e-12,6.1509168088559245e-12,3.521999760180033e-13
0.1,60.33,6.073131183764844,2.747826731668017e-12,2.5809476095512603e-12,-1.6687912211675665e-13
0.005,70.22,6.071134956264495,1.0543362480069689e-12,9.903260714976503e-13,-6.40101765093186e-14
0.1,90.0,6.070571084847527,-1.7120331795966313e-12,-1.8159633707602201e-12,-1.0393019116358884e-13
0.005,90.0,6.070472447273577,-1.5698516937146385e-11,-1.4745542791846338e-11,9.529741453000471e-13
0.1,40.56,6.069471838071482,6.730393474674404e-12,7.138892811211168e-12,4.0849933653676367e-13
0.005,20.78,6.068693443507291,-8.778284500127991e-12,-9.311011676039675e-12,-5.327271759116842e-13
0.005,80.11,6.068329545226011,1.675793211124617e-12,1.7774858656721839e-12,1.0169265454756684e-13
0.005,90.0,6.065529062831807,-6.39959800945272e-12,-6.01142853228496e-12,3.8816947716776054e-13
0.1,10.89,6.06548914978346,-4.821550705148887e-13,-5.114001340021001e-13,-2.924506348721136e-14
0.1,40.56,6.064655670348089,3.42107209001204e-12,3.213595847518429e-12,-2.074762424936111e-13
0.1,90.0,6.0636760918346795,-1.0224273809456287e-12,-9.60430696290857e-13,6.199668465477157e-14
0.1,60.33,6.063308023625534,-7.735572327431075e-12,-8.20460390503356e-12,-4.690315776024849e-13
0.005,40.56,6.063228757020865,1.3133658077779322e-11,1.3929981811200032e-11,7.963237334207097e-13
0.1,80.11,6.063040362543467,1.180151612127916e-11,1.108598543545393e-11,-7.155306858252297e-13
0.1,90.0,6.062577707292913,-7.550346027897195e-12,-7.092600432786423e-12,4.577455951107713e-13
0.005,80.11,6.061220444710892,1.692184865177489e-11,1.5896178101670477e-11,-1.0256705501044141e-12
0.1,50.44,6.061209429750683,-5.3260803852027115e-12,-5.64890527174672e-12,-3.2282488654400825e-13
0.1,70.22,6.061144072273254,-3.3986366159882786e-12,-3.1926403542001968e-12,2.0599626178808183e-13
0.005,40.56,6.059797308548299,9.423168893176112e-12,8.852143958207466e-12,-5.710249349686465e-13
0.005,1.0,6.059256428858948,6.495912463163288e-12,6.102308469626017e-12,-3.9360399353727114e-13
0.005,40.56,6.059106725413014,2.0578291101699677e-12,2.182515172181783e-12,1.246860620118153e-13
0.1,40.56,6.056821534868139,-3.822225451765552e-12,-4.053730826039299e-12,-2.31505374273747e-13
0.1,40.56,6.056708696392232,-5.964975400932502e-12,-6.326256584778438e-12,-3.6128118384593624e-13
0.005,60.33,6.056450540431002,-5.9032744340763405e-12,-6.260803330442082e-12,-3.5752889636574175e-13
0.005,50.44,6.053205273523423,-1.0176899638660251e-11,-1.079292826426882e-11,-6.160286256085684e-13
0.1,70.22,6.049033855959557,2.481945957300779e-12,2.6320797085445225e-12,1.5013375124374363e-13
0.1,10.89,6.041836340537847,-9.367441960083898e-12,-9.933407472607038e-12,-5.659655125231397e-13
0.1,50.44,6.039099382629696,-7.277093667973294e-12,-7.716564586749254e-12,-4.3947091877595993e-13
0.1,20.78,6.038435267749322,5.858493181968012e-12,6.212254500426658e-12,3.537613184586459e-13
0.1,40.56,6.038214048151073,-2.1667423249091485e-12,-2.297574864359048e-12,-1.3083253944989938e-13
0.005,50.44,6.037697949433377,5.232583849524592e-12,5.5485114573097205e-12,3.1592760778512835e-13
0.005,70.22,6.037509891265592,-6.16583390614983e-12,-6.538096738112633e-12,-3.722628319628036e-13
0.1,50.44,6.035355015312,-1.9473832186822804e-12,-2.0649147094383657e-12,-1.1753149075608526e-13
0.1,80.11,6.035221871269389,2.6573059400463873e-12,2.8176802493266074e-12,1.6037430928022018e-13
0.005,90.0,6.034592596028163,1.1474769884527765e-11,1.0782314270664783e-11,-6.92455613862982e-13
0.005,50.44,6.033692418423426,5.2881580219621865e-12,5.607229211607569e-12,3.1907118964538264e-13
0.005,20.78,6.0319563748471765,-1.2752996816126577e-11,-1.3522252020560981e-11,-7.692552044344045e-13
0.005,90.0,6.031425094268347,-1.3799653832963138e-11,-1.2967338048759636e-11,8.323157842035025e-13
0.005,40.56,6.026396125660025,-7.275681924870265e-12,-7.714143338505993e-12,-4.384614136357284e-13
0.1,80.11,6.025135724759746,8.610156918851318e-12,8.091383278375735e-12,-5.187736404755838e-13
0.005,10.89,6.02424786003416,2.7581250069063616e-12,2.924281293611985e-12,1.6615628670562353e-13
0.005,30.67,6.023732769901413,1.3133658077779322e-11,1.3924794543297319e-11,7.911364655179969e-13
0.1,70.22,6.022145580091217,-2.047843718052353e-12,-2.1711678480062184e-12,-1.2332412995386542e-13
0.005,90.0,6.020785349824314,2.1106542611051136e-11,1.9835762985670543e-11,-1.2707796253805929e-12
0.1,20.78,6.020373129716911,-2.409496817012425e-12,-2.2644361180796246e-12,1.4506069893280028e-13
0.1,40.56,6.018134281136063,-1.6303074105468988e-12,-1.5321933213848742e-12,9.811408916202457e-14
0.005,90.0,6.017548293805362,9.806457734475983e-13,1.0396566064559687e-12,5.901083300837035e-14
0.1,50.44,6.015757004223617,-1.6303074105468988e-12,-1.532232078306547e-12,9.807533224035174e-14
0.1,30.67,6.015139025660682,-1.6303074105468988e-12,-1.5322421532568542e-12,9.806525729004461e-14
0.005,90.0,6.0144519681231845,8.29934260889974e-12,7.800182634017483e-12,-4.991599748822565e-13
0.005,60.33,6.0140368452610256,-1.168056079355635e-11,-1.2383034023413942e-11,-7.024732298575925e-13
0.1,80.11,6.010343136791293,-4.876036334421402e-12,-4.5829698192480555e-12,2.9306651517334645e-13
0.005,60.33,6.009099357035257,1.3955209382126784e-11,1.4793791779381088e-11,8.385823972543044e-13
0.005,60.33,6.005243093724141,5.869333011610594e-12,5.516865296283178e-12,-3.5246771532741633e-13
0.1,90.0,6.004499643594137,-3.4173895495510857e-12,-3.622586692874104e-12,-2.0519714332301823e-13
0.005,20.78,6.003618287788037,1.474615109532111e-11,1.5631453719224664e-11,8.853026239035541e-13
0.1,90.0,6.003116126530779,-2.8096582092882004e-12,-2.6409911642260245e-12,1.6866704506217587e-13
0.005,30.67,6.001105761738158,6.765942973578756e-12,7.171974367202109e-12,4.0603139362335275e-13
0.1,1.0,6.001077339762038,-9.367441960083898e-12,-9.929589396865853e-12,-5.621474367819556e-13
0.005,20.78,6.000988476895013,-1.5293989654238367e-11,-1.6211780211046727e-11,-9.177905568083598e-13
0.1,30.67,6.000658547085643,-2.1667423249091485e-12,-2.2967611334221315e-12,-1.30018808512983e-13
0.1,10.89,5.999900118543539,2.3307882651507728e-12,2.470633233034553e-12,1.3984496788378012e-13
0.005,40.56,5.998523912328441,-4.639819439375407e-12,-4.918140117935204e-12,-2.7832067855979717e-13
0.005,70.22,5.998190098078094,-6.3197114098221005e-12,-5.94064310581104e-12,3.7906830401106074e-13
0.005,30.67,5.99788121988802,-1.2752996816126577e-11,-1.351790641713395e-11,-7.649096010073731e-13
0.1,10.89,5.995718856667686,2.0505726709411137e-12,1.927626098639823e-12,-1.2294657230129057e-13
0.005,40.56,5.995158630886214,-1.5293989654238367e-11,-1.6210888595001284e-11,-9.168989407629162e-13
0.005,70.22,5.990633539983294,-6.0707952541714355e-12,-5.7071161575313274e-12,3.636790966401081e-13
0.005,30.67,5.990374425768374,5.232583849524592e-12,5.5460352142534e-12,3.134513647288075e-13
0.005,80.11,5.990229758288045,9.030490936868363e-12,8.48954378144857e-12,-5.409471554197936e-13
0.1,20.78,5.990152848731081,1.310044997873854e-12,1.3885186956336537e-12,7.84736977597997e-14
0.1,80.11,5.9897772350325855,-6.169744570402597e-12,-5.800190614664964e-12,3.6955395573763374e-13
0.005,30.67,5.9873139632382895,1.308744687391091e-12,1.3871033408023971e-12,7.835865341130608e-14
0.005,90.0,5.986677216097612,9.11511121621505e-12,8.569418929811946e-12,-5.456922864031044e-13
